city_code;name;department;region;epci;aldo_zpc;aldo_code_greco;aldo_code_groupeser;aldo_code_ser;aldo_code_bassin_populicole;mte_zonage_abc
01001;L'Abergement-Clémenciat;01;84;200069193;2_1;C;C5;C51;Sud;C
01002;L'Abergement-de-Varey;01;84;240100883;3_3;E;E1;E10;Sud;C
01004;Ambérieu-en-Bugey;01;84;240100883;3_3;C,E;C5,E1;C52,E10;Sud;B1
01005;Ambérieux-en-Dombes;01;84;200042497;2_1;C;C5;C51;Sud;C
01006;Ambléon;01;84;200040350;3_1;E;E1;E10;Sud;C
01007;Ambronay;01;84;240100883;1_1;E,C;E1,C5;E10,C52;Sud;C
01008;Ambutrix;01;84;240100883;1_1;E,C;E1,C5;E10,C52;Sud;C
01009;Andert-et-Condon;01;84;200040350;3_1;C,E;C5,E1;C52,E10;Sud;C
01010;Anglefort;01;84;200070852;3_3;C,E;C5,E2;C52,E20;Sud;C
01011;Apremont;01;84;200042935;3_3;E;E2;E20;Sud;C
01012;Aranc;01;84;200042935;3_3;E;E1,E2;E10,E20;Sud;C
01013;Arandas;01;84;240100883;3_3;E;E1;E10;Sud;C
01014;Arbent;01;84;200042935;3_3;E;E1,E2;E10,E20;Sud;C
01015;Arboys en Bugey;01;84;200040350;1_1;C,E;C5,E1;C52,E10;Sud;C
01016;Arbigny;01;84;200071371;4_1;C;C5;C51;Sud;C
01017;Argis;01;84;240100883;3_3;E;E2,E1;E20,E10;Sud;C
01019;Armix;01;84;200040350;3_3;E;E1,E2;E10,E20;Sud;C
01021;Ars-sur-Formans;01;84;200042497;3_1;C;C5;C51;Sud;B2
01022;Artemare;01;84;200040350;3_1;E,C;E1,C5;E10,C52;Sud;C
01023;Asnières-sur-Saône;01;84;200071371;3_1;C;C5;C51;Sud;C
01024;Attignat;01;84;200071751;2_1;C;C5;C51;Sud;C
01025;Bâgé-Dommartin;01;84;200071371;2_1;C;C5;C51;Sud;C
01026;Bâgé-le-Châtel;01;84;200071371;2_1;;;;;C
01027;Balan;01;84;240100610;2_1;C;C5;C52;Sud;B2
01028;Baneins;01;84;200069193;2_1;C;C5;C51;Sud;C
01029;Beaupont;01;84;200071751;2_1;C;C5;C51;Sud;C
01030;Beauregard;01;84;200042497;3_1;C;C5;C51;Sud;B2
01031;Bellignat;01;84;200042935;3_3;E;E2,E1;E20,E10;Sud;C
01032;Béligneux;01;84;240100610;1_1;C;C5;C52,C51;Sud;B2
01033;Valserhône;01;84;240100891;3_3;C,E;C5,E2;C52,E20;Sud;B1
01034;Belley;01;84;200040350;3_1;C,E;C5,E1;C52,E10;Sud;C
01035;Belleydoux;01;84;200042935;3_3;E;E2;E20;Sud;C
01036;Valromey-sur-Séran;01;84;200040350;3_1;E,C;E1,C5,E2;E10,C52,E20;Sud;C
01037;Bénonces;01;84;240100883;3_3;E;E1;E10;Sud;C
01038;Bény;01;84;200071751;2_1;C;C5;C51;Sud;C
01040;Béréziat;01;84;200071751;2_1;C;C5;C51;Sud;C
01041;Bettant;01;84;240100883;3_1;C,E;C5,E1;C52,E10;Sud;C
01042;Bey;01;84;200070555;2_1;C;C5;C51;Sud;C
01043;Beynost;01;84;240100800;3_1;C;C5;C51,C52;Sud;B1
01044;Billiat;01;84;240100891;2_3;C,E;C5,E2;C52,E20;Sud;C
01045;Birieux;01;84;200069193;2_1;C;C5;C51;Sud;C
01046;Biziat;01;84;200070555;2_1;C;C5;C51;Sud;C
01047;Blyes;01;84;240100883;1_1;C;C5;C52;Sud;B2
01049;La Boisse;01;84;240100610;3_1;C;C5;C52;Sud;B1
01050;Boissey;01;84;200071371;2_1;C;C5;C51;Sud;C
01051;Bolozon;01;84;200042935;2_3;E;E1;E10;Sud;C
01052;Bouligneux;01;84;200069193;2_1;C;C5;C51;Sud;C
01053;Bourg-en-Bresse;01;84;200071751;2_1;C;C5;C51;Sud;B1
01054;Bourg-Saint-Christophe;01;84;240100883;3_1;C;C5;C51,C52;Sud;B1
01056;Boyeux-Saint-Jérôme;01;84;200029999;3_3;E;E1;E10;Sud;C
01057;Boz;01;84;200071371;2_1;C;C5;C51;Sud;C
01058;Brégnier-Cordon;01;84;200040350;2_1;C,E;C5,E1;C52,E10;Sud;C
01060;Brénod;01;84;200042935;3_3;E;E2;E20;Sud;C
01061;Brens;01;84;200040350;2_1;C;C5;C52;Sud;C
01062;Bressolles;01;84;240100610;3_1;C;C5;C52,C51;Sud;B2
01063;Brion;01;84;200042935;2_3;E;E1;E10;Sud;C
01064;Briord;01;84;240100883;2_1;E;E1;E10;Sud;C
01065;Buellas;01;84;200071751;2_1;C;C5;C51;Sud;C
01066;La Burbanche;01;84;200040350;3_3;E;E1;E10;Sud;C
01067;Ceignes;01;84;200042935;2_3;E;E1;E10;Sud;C
01068;Cerdon;01;84;200029999;3_3;E;E1;E10;Sud;C
01069;Certines;01;84;200071751;2_1;C;C5;C51;Sud;C
01071;Cessy;01;84;240100750;3_3;C;C5;C52;Sud;Abis
01072;Ceyzériat;01;84;200071751;2_1;C,E;C5,E1;C51,E10;Sud;C
01073;Ceyzérieu;01;84;200040350;4_1;E,C;E1,C5;E10,C52;Sud;C
01074;Chalamont;01;84;200069193;2_1;C;C5;C51;Sud;C
01075;Chaleins;01;84;200070118;3_1;C;C5;C51;Sud;C
01076;Chaley;01;84;240100883;3_3;E;E1,E2;E10,E20;Sud;C
01077;Challes-la-Montagne;01;84;200029999;3_3;E;E1;E10;Sud;C
01078;Challex;01;84;240100750;3_3;C,null;C5,NA;C52,null;Sud;Abis
01079;Champagne-en-Valromey;01;84;200040350;3_1;C;C5;C52;Sud;C
01080;Champdor-Corcelles;01;84;200042935;3_3;E;E2;E20;Sud;C
01081;Champfromier;01;84;240100891;3_3;E,C;E2,C5;E20,C52;Sud;C
01082;Chanay;01;84;240100891;2_3;E,C;E2,C5;E20,C52;Sud;C
01083;Chaneins;01;84;200069193;2_1;C;C5;C51;Sud;C
01084;Chanoz-Châtenay;01;84;200070555;2_1;C;C5;C51;Sud;C
01085;La Chapelle-du-Châtelard;01;84;200069193;2_1;C;C5;C51;Sud;C
01087;Charix;01;84;200042935;3_3;E;E2;E20;Sud;C
01088;Charnoz-sur-Ain;01;84;240100883;2_1;C;C5;C52;Sud;C
01089;Château-Gaillard;01;84;240100883;1_1;C;C5;C52;Sud;C
01090;Châtenay;01;84;200069193;2_1;C;C5;C51;Sud;C
01092;Châtillon-la-Palud;01;84;200069193;2_1;C;C5;C52,C51;Sud;C
01093;Châtillon-sur-Chalaronne;01;84;200069193;2_1;C;C5;C51;Sud;C
01094;Chavannes-sur-Reyssouze;01;84;200071371;3_1;C;C5;C51;Sud;C
01095;Nivigne et Suran;01;84;200071751;2_3;E;E1;E10;Sud;C
01096;Chaveyriat;01;84;200070555;2_1;C;C5;C51;Sud;C
01098;Chazey-Bons;01;84;200040350;4_1;C,E;C5,E1;C52,E10;Sud;C
01099;Chazey-sur-Ain;01;84;240100883;1_1;C;C5;C52;Sud;C
01100;Cheignieu-la-Balme;01;84;200040350;3_1;E;E1;E10;Sud;C
01101;Chevillard;01;84;200042935;2_3;E;E2;E20;Sud;C
01102;Chevroux;01;84;200071371;2_1;C;C5;C51;Sud;C
01103;Chevry;01;84;240100750;3_3;C;C5;C52;Sud;Abis
01104;Chézery-Forens;01;84;240100750;3_3;C,E;C5,E2;C52,E20;Sud;B2
01105;Civrieux;01;84;200042497;2_1;C;C5;C51;Sud;B1
01106;Cize;01;84;200071751;2_3;E;E1;E10;Sud;C
01107;Cleyzieu;01;84;240100883;3_3;E;E1;E10;Sud;C
01108;Coligny;01;84;200071751;2_1;E,C;E1,C5;E10,C51;Sud;C
01109;Collonges;01;84;240100750;3_3;C,E;C5,E1,E2;C52,E10,E20;Sud;A
01110;Colomieu;01;84;200040350;3_1;E;E1;E10;Sud;C
01111;Conand;01;84;240100883;3_3;E;E1;E10;Sud;C
01112;Condamine;01;84;200042935;2_3;E;E1,E2;E10,E20;Sud;C
01113;Condeissiat;01;84;200069193;2_1;C;C5;C51;Sud;C
01114;Confort;01;84;240100891;3_3;C,E;C5,E2;C52,E20;Sud;B2
01115;Confrançon;01;84;200071751;2_1;C;C5;C51;Sud;C
01116;Contrevoz;01;84;200040350;3_1;E;E1;E10;Sud;C
01117;Conzieu;01;84;200040350;3_1;E;E1;E10;Sud;C
01118;Corbonod;01;84;200070852;3_3;C,E;C5,E2;C52,E20;Sud;C
01121;Corlier;01;84;200042935;3_3;E;E2,E1;E20,E10;Sud;C
01123;Cormoranche-sur-Saône;01;84;200070555;3_1;C;C5;C51;Sud;C
01124;Cormoz;01;84;200071751;2_1;C;C5;C51;Sud;C
01125;Corveissiat;01;84;200071751;3_3;E;E1;E10;Sud;C
01127;Courmangoux;01;84;200071751;2_1;C,E;C5,E1;C51,E10;Sud;C
01128;Courtes;01;84;200071751;2_1;C;C5;C51;Sud;C
01129;Crans;01;84;200069193;2_1;C;C5;C51;Sud;C
01130;Bresse Vallons;01;84;200071751;2_1;C;C5;C51;Sud;C
01133;Cressin-Rochefort;01;84;200040350;3_1;C,E;C5,E1;C52,E10;Sud;C
01134;Crottet;01;84;200070555;2_1;C;C5;C51;Sud;C
01135;Crozet;01;84;240100750;3_3;C,E;C5,E2;C52,E20;Sud;A
01136;Cruzilles-lès-Mépillat;01;84;200070555;2_1;C;C5;C51;Sud;C
01138;Culoz-Béon;01;84;200040350;3_3;C,E;C5,E2;C52,E20;Sud;C
01139;Curciat-Dongalon;01;84;200071751;2_1;C;C5;C51;Sud;C
01140;Curtafond;01;84;200071751;2_1;C;C5;C51;Sud;C
01141;Cuzieu;01;84;200040350;4_1;C,E;C5,E1;C52,E10;Sud;C
01142;Dagneux;01;84;240100610;3_1;C;C5;C52,C51;Sud;B1
01143;Divonne-les-Bains;01;84;240100750;3_3;E,C,null;E2,C5,NA;E20,C52,null;Sud;Abis
01145;Dompierre-sur-Veyle;01;84;200071751;2_1;C;C5;C51;Sud;C
01146;Dompierre-sur-Chalaronne;01;84;200069193;3_1;C;C5;C51;Sud;C
01147;Domsure;01;84;200071751;2_1;C;C5;C51;Sud;C
01148;Dortan;01;84;200042935;3_3;E;E1;E10;Sud;C
01149;Douvres;01;84;240100883;3_1;E,C;E1,C5;E10,C52;Sud;C
01150;Drom;01;84;200071751;2_1;E;E1;E10;Sud;C
01151;Druillat;01;84;200071751;2_1;C,E;C5,E1;C51,E10,C52;Sud;C
01152;Échallon;01;84;200042935;3_3;E;E2;E20;Sud;C
01153;Échenevex;01;84;240100750;3_3;E,C;E2,C5;E20,C52;Sud;A
01155;Évosges;01;84;200042935;3_3;E;E2,E1;E20,E10;Sud;C
01156;Faramans;01;84;240100883;3_1;C;C5;C51;Sud;C
01157;Fareins;01;84;200042497;3_1;C;C5;C51;Sud;C
01158;Farges;01;84;240100750;3_3;C,E;C5,E2;C52,E20;Sud;A
01159;Feillens;01;84;200071371;3_1;C;C5;C51;Sud;C
01160;Ferney-Voltaire;01;84;240100750;3_3;null,C;NA,C5;null,C52;Sud;Abis
01162;Flaxieu;01;84;200040350;4_1;E,C;E1,C5;E10,C52;Sud;C
01163;Foissiat;01;84;200071751;2_1;C;C5;C51;Sud;C
01165;Francheleins;01;84;200070118;3_1;C;C5;C51;Sud;C
01166;Frans;01;84;200042497;3_1;C;C5;C51;Sud;B2
01167;Garnerans;01;84;200070118;2_1;C;C5;C51;Sud;C
01169;Genouilleux;01;84;200070118;3_1;C;C5;C51;Sud;C
01170;Béard-Géovreissiat;01;84;200042935;2_3;E;E1;E10;Sud;C
01171;Géovreisset;01;84;200042935;3_3;E;E1;E10;Sud;C
01173;Gex;01;84;240100750;3_3;E,C;E2,C5;E20,C52;Sud;Abis
01174;Giron;01;84;240100891;3_3;E;E2;E20;Sud;C
01175;Gorrevod;01;84;200071371;2_1;C;C5;C51;Sud;C
01177;Grand-Corent;01;84;200071751;2_3;E;E1;E10;Sud;C
01179;Grièges;01;84;200070555;3_1;C;C5;C51;Sud;C
01180;Grilly;01;84;240100750;3_3;C,null;C5,NA;C52,null;Sud;Abis
01181;Groissiat;01;84;200042935;2_3;E;E2,E1;E20,E10;Sud;C
01183;Guéreins;01;84;200070118;3_1;C;C5;C51;Sud;C
01184;Hautecourt-Romanèche;01;84;200071751;2_3;E;E1;E10;Sud;C
01185;Plateau d'Hauteville;01;84;200042935;3_3;E;E2,E1;E20,E10;Sud;C
01187;Haut Valromey;01;84;200040350;3_3;E,C;E2,C5;E20,C52;Sud;C
01188;Illiat;01;84;200070118;2_1;C;C5;C51;Sud;C
01189;Injoux-Génissiat;01;84;240100891;2_3;E,C;E2,C5;E20,C52;Sud;C
01190;Innimond;01;84;240100883;3_1;E;E1;E10;Sud;C
01191;Izenave;01;84;200042935;2_3;E;E1,E2;E10,E20;Sud;C
01192;Izernore;01;84;200042935;2_3;E;E1;E10;Sud;C
01193;Izieu;01;84;200040350;2_3;E;E1;E10;Sud;C
01194;Jassans-Riottier;01;84;200040590;3_1;C;C5;C51;Sud;B1
01195;Jasseron;01;84;200071751;2_1;C,E;C5,E1;C51,E10;Sud;C
01196;Jayat;01;84;200071751;2_1;C;C5;C51;Sud;C
01197;Journans;01;84;200071751;2_1;C,E;C5,E1;C51,E10;Sud;C
01198;Joyeux;01;84;240100883;2_1;C;C5;C51;Sud;C
01199;Jujurieux;01;84;200029999;3_3;C,E;C5,E1;C52,E10;Sud;C
01200;Labalme;01;84;200029999;3_3;E;E1,E2;E10,E20;Sud;C
01202;Lagnieu;01;84;240100883;1_1;C,E;C5,E1;C52,E10;Sud;B1
01203;Laiz;01;84;200070555;2_1;C;C5;C51;Sud;C
01204;Le Poizat-Lalleyriat;01;84;200042935;3_3;E;E2;E20;Sud;C
01206;Lantenay;01;84;200042935;2_3;E;E2;E20;Sud;C
01207;Lapeyrouse;01;84;200069193;2_1;C;C5;C51;Sud;C
01208;Lavours;01;84;200040350;3_1;C;C5;C52;Sud;C
01209;Léaz;01;84;240100750;3_3;C,E;C5,E1,E2;C52,E10,E20;Sud;B1
01210;Lélex;01;84;240100750;3_3;E;E2;E20;Sud;B2
01211;Lent;01;84;200071751;2_1;C;C5;C51;Sud;C
01212;Lescheroux;01;84;200071751;2_1;C;C5;C51;Sud;C
01213;Leyment;01;84;240100883;2_1;C;C5;C52;Sud;C
01214;Leyssard;01;84;200042935;2_3;E;E1;E10;Sud;C
01215;Surjoux-Lhopital;01;84;240100891;2_3;C,E;C5,E2;C52,E20;Sud;C
01216;Lhuis;01;84;240100883;3_1;E,C;E1,C5;E10,C52;Sud;C
01219;Lompnas;01;84;240100883;3_3;E;E1;E10;Sud;C
01224;Loyettes;01;84;240100883;2_1;C;C5;C52;Sud;B1
01225;Lurcy;01;84;200070118;3_1;C;C5;C51;Sud;C
01227;Magnieu;01;84;200040350;4_1;C,E;C5,E1;C52,E10;Sud;C
01228;Maillat;01;84;200042935;2_3;E;E1,E2;E10,E20;Sud;C
01229;Malafretaz;01;84;200071751;2_1;C;C5;C51;Sud;C
01230;Mantenay-Montlin;01;84;200071751;2_1;C;C5;C51;Sud;C
01231;Manziat;01;84;200071371;2_1;C;C5;C51;Sud;C
01232;Marboz;01;84;200071751;2_1;C;C5;C51;Sud;C
01233;Marchamp;01;84;240100883;3_1;E;E1;E10;Sud;C
01234;Marignieu;01;84;200040350;4_1;E;E1;E10;Sud;C
01235;Marlieux;01;84;200069193;2_1;C;C5;C51;Sud;C
01236;Marsonnas;01;84;200071751;2_1;C;C5;C51;Sud;C
01237;Martignat;01;84;200042935;3_3;E;E1,E2;E10,E20;Sud;C
01238;Massieux;01;84;200042497;3_1;C;C5;C51;Sud;B1
01239;Massignieu-de-Rives;01;84;200040350;4_1;C,E;C5,E1;C52,E10;Sud;C
01240;Matafelon-Granges;01;84;200042935;3_3;E;E1;E10;Sud;C
01241;Meillonnas;01;84;200071751;2_1;C,E;C5,E1;C51,E10;Sud;C
01242;Mérignat;01;84;200029999;3_3;E;E1;E10;Sud;C
01243;Messimy-sur-Saône;01;84;200070118;3_1;C;C5;C51;Sud;C
01244;Meximieux;01;84;240100883;1_1;C;C5;C51,C52;Sud;B1
01245;Bohas-Meyriat-Rignat;01;84;200071751;2_1;E;E1;E10;Sud;C
01246;Mézériat;01;84;200070555;2_1;C;C5;C51;Sud;C
01247;Mijoux;01;84;240100750;2_3;E;E2;E20;Sud;B2
01248;Mionnay;01;84;200069193;2_1;C;C5;C51;Sud;B1
01249;Miribel;01;84;240100800;3_1;C;C5;C51,C52;Sud;B1
01250;Misérieux;01;84;200042497;3_1;C;C5;C51;Sud;B1
01252;Mogneneins;01;84;200070118;2_1;C;C5;C51;Sud;C
01254;Montagnat;01;84;200071751;2_1;C;C5;C51;Sud;C
01255;Montagnieu;01;84;240100883;3_3;E;E1;E10;Sud;C
01257;Montanges;01;84;240100891;3_3;C,E;C5,E2;C52,E20;Sud;C
01258;Montceaux;01;84;200070118;3_1;C;C5;C51;Sud;C
01259;Montcet;01;84;200071751;2_1;C;C5;C51;Sud;C
01260;Le Montellier;01;84;240100883;2_1;C;C5;C51;Sud;C
01261;Monthieux;01;84;200069193;2_1;C;C5;C51;Sud;C
01262;Montluel;01;84;240100610;2_1;C;C5;C52,C51;Sud;B1
01263;Montmerle-sur-Saône;01;84;200070118;3_1;C;C5;C51;Sud;C
01264;Montracol;01;84;200071751;2_1;C;C5;C51;Sud;C
01265;Montréal-la-Cluse;01;84;200042935;2_3;E;E1,E2;E10,E20;Sud;C
01266;Montrevel-en-Bresse;01;84;200071751;2_1;C;C5;C51;Sud;C
01267;Nurieux-Volognat;01;84;200042935;2_3;E;E1;E10;Sud;C
01268;Murs-et-Gélignieux;01;84;200040350;2_3;E;E1;E10;Sud;C
01269;Nantua;01;84;200042935;3_3;E;E1,E2;E10,E20;Sud;C
01272;Neuville-les-Dames;01;84;200069193;2_1;C;C5;C51;Sud;C
01273;Neuville-sur-Ain;01;84;200029999;2_1;C,E;C5,E1;C52,E10;Sud;C
01274;Les Neyrolles;01;84;200042935;3_3;E;E2;E20;Sud;C
01275;Neyron;01;84;240100800;2_1;C;C5;C52,C51;Sud;B1
01276;Niévroz;01;84;240100610;2_1;C;C5;C52;Sud;B2
01277;Nivollet-Montgriffon;01;84;240100883;3_3;E;E1;E10;Sud;C
01279;Oncieu;01;84;240100883;3_3;E;E1,E2;E10,E20;Sud;C
01280;Ordonnaz;01;84;240100883;3_3;E;E1;E10;Sud;C
01281;Ornex;01;84;240100750;3_3;null,C;NA,C5;null,C52;Sud;Abis
01282;Outriaz;01;84;200042935;2_3;E;E2;E20;Sud;C
01283;Oyonnax;01;84;200042935;3_3;E;E1,E2;E10,E20;Sud;B2
01284;Ozan;01;84;200071371;2_1;C;C5;C51;Sud;C
01285;Parcieux;01;84;200042497;3_1;C;C5;C51;Sud;B2
01286;Parves et Nattages;01;84;200040350;4_1;E,C;E1,C5;E10,C52;Sud;C
01288;Péron;01;84;240100750;3_3;null,E,C;NA,E2,C5;null,E20,C52;Sud;A
01289;Péronnas;01;84;200071751;2_1;C;C5;C51;Sud;B2
01290;Pérouges;01;84;240100883;1_1;C;C5;C51,C52;Sud;B1
01291;Perrex;01;84;200070555;2_1;C;C5;C51;Sud;C
01293;Peyriat;01;84;200042935;2_3;E;E1;E10;Sud;C
01294;Peyrieu;01;84;200040350;2_3;E,C;E1,C5;E10,C52;Sud;C
01295;Peyzieux-sur-Saône;01;84;200070118;2_1;C;C5;C51;Sud;C
01296;Pirajoux;01;84;200071751;2_1;C;C5;C51;Sud;C
01297;Pizay;01;84;240100610;3_1;C;C5;C51;Sud;B2
01298;Plagne;01;84;240100891;3_3;E;E2;E20;Sud;C
01299;Le Plantay;01;84;200069193;2_1;C;C5;C51;Sud;C
01301;Polliat;01;84;200071751;3_1;C;C5;C51;Sud;C
01302;Pollieu;01;84;200040350;4_1;E,C;E1,C5;E10,C52;Sud;C
01303;Poncin;01;84;200029999;3_3;E,C;E1,C5;E10,C52;Sud;C
01304;Pont-d'Ain;01;84;200029999;2_1;C;C5;C52;Sud;C
01305;Pont-de-Vaux;01;84;200071371;3_1;C;C5;C51;Sud;C
01306;Pont-de-Veyle;01;84;200070555;3_1;C;C5;C51;Sud;C
01307;Port;01;84;200042935;2_3;E;E1,E2;E10,E20;Sud;C
01308;Pougny;01;84;240100750;3_3;C;C5;C52;Sud;Abis
01309;Pouillat;01;84;200071751;3_3;E;E1;E10;Sud;C
01310;Prémeyzel;01;84;200040350;1_3;E;E1;E10;Sud;C
01311;Prémillieu;01;84;200042935;3_3;E;E2,E1;E20,E10;Sud;C
01313;Prévessin-Moëns;01;84;240100750;3_3;C,null;C5,NA;C52,null;Sud;Abis
01314;Priay;01;84;200029999;2_1;C;C5;C51,C52;Sud;C
01317;Ramasse;01;84;200071751;2_1;E;E1;E10;Sud;C
01318;Rancé;01;84;200042497;2_1;C;C5;C51;Sud;B2
01319;Relevant;01;84;200069193;2_1;C;C5;C51;Sud;C
01320;Replonges;01;84;200071371;2_1;C;C5;C51;Sud;C
01321;Revonnas;01;84;200071751;2_1;E,C;E1,C5;E10,C51;Sud;C
01322;Reyrieux;01;84;200042497;3_1;C;C5;C51;Sud;B1
01323;Reyssouze;01;84;200071371;3_1;C;C5;C51;Sud;C
01325;Rignieux-le-Franc;01;84;240100883;2_1;C;C5;C51;Sud;C
01328;Romans;01;84;200069193;2_1;C;C5;C51;Sud;C
01329;Rossillon;01;84;200040350;3_1;E;E2,E1;E20,E10;Sud;C
01331;Saint-Alban;01;84;200029999;3_3;E;E1;E10;Sud;C
01332;Saint-André-de-Bâgé;01;84;200071371;2_1;C;C5;C51;Sud;C
01333;Saint-André-de-Corcy;01;84;200069193;2_1;C;C5;C51;Sud;B1
01334;Saint-André-d'Huiriat;01;84;200070555;2_1;C;C5;C51;Sud;C
01335;Saint-André-le-Bouchoux;01;84;200069193;2_1;C;C5;C51;Sud;C
01336;Saint-André-sur-Vieux-Jonc;01;84;200071751;2_1;C;C5;C51;Sud;C
01337;Saint-Bénigne;01;84;200071371;3_1;C;C5;C51;Sud;C
01338;Groslée-Saint-Benoit;01;84;200040350;3_1;C,E;C5,E1;C52,E10;Sud;C
01339;Saint-Bernard;01;84;200042497;3_1;C;C5;C51;Sud;B2
01342;Sainte-Croix;01;84;240100610;2_1;C;C5;C51;Sud;B2
01343;Saint-Cyr-sur-Menthon;01;84;200070555;2_1;C;C5;C51;Sud;C
01344;Saint-Denis-lès-Bourg;01;84;200071751;2_1;C;C5;C51;Sud;B2
01345;Saint-Denis-en-Bugey;01;84;240100883;1_1;C,E;C5,E1;C52,E10;Sud;C
01346;Saint-Didier-d'Aussiat;01;84;200071751;2_1;C;C5;C51;Sud;C
01347;Saint-Didier-de-Formans;01;84;200042497;3_1;C;C5;C51;Sud;B2
01348;Saint-Didier-sur-Chalaronne;01;84;200070118;3_1;C;C5;C51;Sud;C
01349;Saint-Éloi;01;84;240100883;2_1;C;C5;C51;Sud;C
01350;Saint-Étienne-du-Bois;01;84;200071751;2_1;C;C5;C51;Sud;C
01351;Saint-Étienne-sur-Chalaronne;01;84;200070118;2_1;C;C5;C51;Sud;C
01352;Saint-Étienne-sur-Reyssouze;01;84;200071371;2_1;C;C5;C51;Sud;C
01353;Sainte-Euphémie;01;84;200042497;3_1;C;C5;C51;Sud;B2
01354;Saint-Genis-Pouilly;01;84;240100750;3_3;C,null;C5,NA;C52,null;Sud;Abis
01355;Saint-Genis-sur-Menthon;01;84;200070555;2_1;C;C5;C51;Sud;C
01356;Saint-Georges-sur-Renon;01;84;200069193;2_1;C;C5;C51;Sud;C
01357;Saint-Germain-de-Joux;01;84;240100891;3_3;E;E2;E20;Sud;C
01358;Saint-Germain-les-Paroisses;01;84;200040350;3_1;E;E1;E10;Sud;C
01359;Saint-Germain-sur-Renon;01;84;200069193;2_1;C;C5;C51;Sud;C
01360;Saint-Jean-de-Gonville;01;84;240100750;3_3;C,null,E;C5,NA,E2;C52,null,E20;Sud;A
01361;Saint-Jean-de-Niost;01;84;240100883;3_1;C;C5;C52;Sud;C
01362;Saint-Jean-de-Thurigneux;01;84;200042497;2_1;C;C5;C51;Sud;B2
01363;Saint-Jean-le-Vieux;01;84;200029999;1_1;C,E;C5,E1;C52,E10;Sud;C
01364;Saint-Jean-sur-Reyssouze;01;84;200071751;2_1;C;C5;C51;Sud;C
01365;Saint-Jean-sur-Veyle;01;84;200070555;2_1;C;C5;C51;Sud;C
01366;Sainte-Julie;01;84;240100883;1_1;C;C5;C52;Sud;C
01367;Saint-Julien-sur-Reyssouze;01;84;200071751;3_1;C;C5;C51;Sud;C
01368;Saint-Julien-sur-Veyle;01;84;200070555;2_1;C;C5;C51;Sud;C
01369;Saint-Just;01;84;200071751;2_1;C;C5;C51;Sud;B2
01370;Saint-Laurent-sur-Saône;01;84;200070308;3_1;C;C5;C51;Sud;B2
01371;Saint-Marcel;01;84;200069193;2_1;C;C5;C51;Sud;C
01372;Saint-Martin-de-Bavel;01;84;200040350;4_1;E,C;E1,C5;E10,C52;Sud;C
01373;Saint-Martin-du-Frêne;01;84;200042935;2_3;E;E2,E1;E20,E10;Sud;C
01374;Saint-Martin-du-Mont;01;84;200071751;2_1;C,E;C5,E1;C51,E10;Sud;C
01375;Saint-Martin-le-Châtel;01;84;200071751;2_1;C;C5;C51;Sud;C
01376;Saint-Maurice-de-Beynost;01;84;240100800;2_1;C;C5;C51,C52;Sud;B1
01378;Saint-Maurice-de-Gourdans;01;84;240100883;2_1;C;C5;C52;Sud;B1
01379;Saint-Maurice-de-Rémens;01;84;240100883;1_1;C;C5;C52;Sud;C
01380;Saint-Nizier-le-Bouchoux;01;84;200071751;2_1;C;C5;C51;Sud;C
01381;Saint-Nizier-le-Désert;01;84;200069193;2_1;C;C5;C51;Sud;C
01382;Sainte-Olive;01;84;200069193;2_1;C;C5;C51;Sud;C
01383;Saint-Paul-de-Varax;01;84;200069193;2_1;C;C5;C51;Sud;C
01384;Saint-Rambert-en-Bugey;01;84;240100883;3_3;E;E1;E10;Sud;C
01385;Saint-Rémy;01;84;200071751;2_1;C;C5;C51;Sud;C
01386;Saint-Sorlin-en-Bugey;01;84;240100883;2_1;E,C;E1,C5;E10,C52;Sud;C
01387;Saint-Sulpice;01;84;200071751;2_1;C;C5;C51;Sud;C
01388;Saint-Trivier-de-Courtes;01;84;200071751;2_1;C;C5;C51;Sud;C
01389;Saint-Trivier-sur-Moignans;01;84;200069193;2_1;C;C5;C51;Sud;C
01390;Saint-Vulbas;01;84;240100883;2_1;C;C5;C52;Sud;B2
01391;Salavre;01;84;200071751;2_1;C,E;C5,E1;C51,E10;Sud;C
01392;Samognat;01;84;200042935;2_3;E;E1;E10;Sud;C
01393;Sandrans;01;84;200069193;2_1;C;C5;C51;Sud;C
01396;Sault-Brénaz;01;84;240100883;2_3;E,C;E1,C5;E10,C52;Sud;C
01397;Sauverny;01;84;240100750;3_3;C,null;C5,NA;C52,null;Sud;Abis
01398;Savigneux;01;84;200042497;2_1;C;C5;C51;Sud;C
01399;Ségny;01;84;240100750;3_3;C;C5;C52;Sud;Abis
01400;Seillonnaz;01;84;240100883;3_3;E;E1;E10;Sud;C
01401;Sergy;01;84;240100750;3_3;E,C;E2,C5;E20,C52;Sud;A
01402;Sermoyer;01;84;200071371;4_1;C;C5;C51;Sud;C
01403;Serrières-de-Briord;01;84;240100883;2_1;E;E1;E10;Sud;C
01404;Serrières-sur-Ain;01;84;200029999;2_3;E;E1;E10;Sud;C
01405;Servas;01;84;200071751;2_1;C;C5;C51;Sud;C
01406;Servignat;01;84;200071751;2_1;C;C5;C51;Sud;C
01407;Seyssel;01;84;200070852;3_3;C;C5;C52;Sud;C
01408;Simandre-sur-Suran;01;84;200071751;2_3;E;E1;E10;Sud;C
