city_code;da_name;da_population;da_surface_ha;dvf_nbtrans_residential;dvf_pxm2_median_residential;dvf_surface_median_residential;dvf_nbtrans_cod111;dvf_pxm2_median_cod111;dvf_nbtrans_cod121;dvf_pxm2_median_cod121;dvf_surface_median_cod111;dvf_surface_median_cod121;dvf_nbtrans_terrain;dvf_pxm2_median_terrain;dvf_surface_median_terrain
91195;Dannemois;865;845.43;35;3042;105;28;2998;7;3045;108;46;9;263;653
91198;D'Huison-Longueville;1557;992.36;45;3053;86;40;3060;11;3171;90;59;11;246;698
91200;Dourdan;11415;3074.51;281;2983;71;129;2920;152;3049;92;50;14;328;544
91201;Draveil;30098;1593.02;616;3438;75;375;3688;241;2893;90;63;18;747;359
91204;Écharcon;708;686.29;11;2730;103;10;2660;4;3819;111;36;4;555;235
91207;Égly;7166;398.05;109;3231;84;82;3275;27;3179;90;57;14;511;256
91215;Épinay-sous-Sénart;11611;358.75;186;2033;71;52;2953;134;1885;80;70;2;54;973
91216;Épinay-sur-Orge;10722;435.89;243;3750;70;145;3813;98;3696;80;50;8;883;453
91223;Étampes;26857;4596.21;726;2458;60;227;2625;499;2412;90;48;19;221;448
91225;Étiolles;3105;1172.39;68;3499;103;44;3779;24;3154;116;87;7;452;659
91226;Étréchy;6986;1423.76;202;3151;81;136;3164;66;3111;88;45;10;201;516
91228;Évry-Courcouronnes;66919;1309.47;1142;2306;67;171;2857;971;2203;96;65;13;426;1131
91232;La Ferté-Alais;3731;456.59;102;2821;75;62;3004;40;2500;96;55;18;378;345
91235;Fleury-Mérogis;13721;637.58;115;3052;58;33;3189;82;3000;86;56;3;330;3951
91240;Fontaine-la-Rivière;192;373.34;11;2722;78;12;2813;5;2203;110;69;1;1;497
91243;Fontenay-lès-Briis;2350;981.69;55;3114;102;47;3111;8;3289;108;50;5;482;329
91244;Fontenay-le-Vicomte;1596;688.55;34;3214;76;24;3276;10;3191;93;39;21;260;639
91247;La Forêt-le-Roi;492;796.81;20;3003;107;19;2963;3;2500;107;77;5;134;347
91248;La Forêt-Sainte-Croix;148;534.58;8;1906;87;7;1929;1;1277;84;101;2;627;76
91249;Forges-les-Bains;4241;1473.09;103;3087;95;79;3051;24;3282;120;46;40;402;469
91272;Gif-sur-Yvette;22544;1189.36;450;4118;86;221;4119;229;4117;127;65;19;867;737
91273;Gironville-sur-Essonne;760;1329.68;24;2611;85;22;2589;6;2866;87;37;2;318;612
91274;Gometz-la-Ville;1536;968.44;25;3750;109;19;3589;6;4248;146;36;4;252;469
91275;Gometz-le-Châtel;2630;505.38;43;4088;102;35;4043;11;4180;106;39;6;581;325
91284;Les Granges-le-Roi;1197;1277.94;27;2875;98;26;2838;3;3417;101;45;5;268;366
91286;Grigny;26842;502.33;272;1232;63;38;2803;234;1136;100;59;11;461;952
91292;Guibeville;923;263.21;20;3397;101;19;3380;3;3590;102;59;1;48;5037
91293;Guigneville-sur-Essonne;904;922.66;30;2708;98;24;2724;6;2708;110;52;14;260;548
91294;Guillerval;808;1732.19;24;2633;97;24;2633;4;1876;97;80;6;103;742
91312;Igny;10833;383.68;226;4751;84;155;5091;71;4380;102;68;24;713;182
91315;Itteville;6746;1228.26;154;3127;83;145;3148;9;2839;84;56;18;457;391
91318;Janville-sur-Juine;2041;1062.9;54;3230;90;48;3296;13;2894;93;53;5;256;355
91319;Janvry;654;831.93;13;3214;120;11;3477;3;3214;120;30;2;2520;461
91326;Juvisy-sur-Orge;19292;224.36;527;3603;56;115;3875;412;3545;91;48;7;712;233
91330;Lardy;5530;766.77;122;3034;73;80;3085;42;2867;86;43;8;238;560
91332;Leudeville;1562;784.89;39;3125;103;31;3125;8;3180;112;46;13;418;344
91333;Leuville-sur-Orge;4271;252.57;110;3233;84;84;3226;26;3237;91;55;12;320;439
91338;Limours;6517;1411.98;148;3397;94;115;3333;33;3649;108;47;21;229;1038
91339;Linas;7987;758.52;211;3364;78;130;3356;81;3396;93;42;37;490;311
91340;Lisses;7373;1044.71;147;3065;84;104;3030;43;3132;93;61;11;155;456
91345;Longjumeau;21996;489.67;538;2902;67;137;3591;401;2674;95;62;6;1672;575
91347;Longpont-sur-Orge;6482;509.18;153;3325;85;112;3295;41;3496;100;45;7;487;245
91359;Maisse;2797;2151.49;76;2665;86;63;2615;13;2768;91;30;10;310;397
91363;Marcoussis;8618;1672.45;171;3478;87;124;3497;47;3462;100;52;23;474;372
91374;Marolles-en-Beauce;237;598.05;11;2554;100;11;2554;0;;100;;1;155;498
91376;Marolles-en-Hurepoix;5708;652.77;134;3417;82;86;3353;48;3541;100;55;16;414;376
91377;Massy;51729;939.87;1211;4212;64;135;4779;1076;4134;88;63;8;855;252
91378;Mauchamps;387;318.43;14;3071;92;11;3399;8;3022;110;81;8;345;412
91386;Mennecy;16433;1117.96;436;3071;88;257;3032;179;3259;113;47;12;587;275
91390;Le Mérévillois;3477;3318.16;92;2287;84;79;2333;13;1912;88;60;10;260;464
91393;Mérobert;635;1061.7;16;2280;90;16;2280;0;;90;;7;97;696
91399;Mespuits;184;996.33;10;2477;99;10;2477;0;;99;;0;;
91405;Milly-la-Forêt;4562;3372.31;120;3406;90;94;3309;26;3538;96;47;7;318;515
91408;Moigny-sur-École;1294;1224.4;36;3360;96;35;3369;2;3440;96;40;10;251;525
91411;Les Molières;1975;703.51;27;3628;80;24;3701;7;3159;84;45;15;487;400
91412;Mondeville;726;678.14;11;2887;85;10;2653;2;3795;88;46;7;311;417
91414;Monnerville;376;828.48;7;1903;106;7;1903;3;1944;106;49;3;195;401
91421;Montgeron;24022;1117.81;529;3793;68;297;3995;232;3618;85;55;12;1050;289
91425;Montlhéry;9772;331.53;214;3441;65;100;3590;114;3360;103;43;24;592;312
91432;Morangis;14129;481.48;327;3794;68;203;3929;124;3594;84;54;8;640;363
91433;Morigny-Champigny;4412;3098.39;107;2992;85;84;3140;23;2375;92;65;13;326;597
91434;Morsang-sur-Orge;21667;438.48;484;3460;72;293;3792;191;2663;80;63;16;417;336
91435;Morsang-sur-Seine;583;442.47;12;2699;148;12;2699;1;3197;148;77;5;234;875
91441;Nainville-les-Roches;564;598.91;17;3077;112;16;3083;1;2472;113;89;13;167;1010
91457;La Norville;4268;457.26;94;3274;91;80;3227;14;3610;97;59;15;379;431
91458;Nozay;4471;736.85;103;3571;85;68;3559;35;3659;103;60;12;592;324
91461;Ollainville;5455;1141.28;108;3220;91;90;3229;18;3099;95;46;16;257;739
91463;Oncy-sur-École;1042;540.77;33;3274;96;27;3274;6;3041;102;60;18;271;486
91468;Ormoy;3225;189.09;53;3170;89;45;3053;8;3592;99;44;16;497;310
91469;Ormoy-la-Rivière;943;1047.51;20;2432;98;19;2443;5;2802;100;52;10;141;771
91471;Orsay;16498;742.34;395;4286;72;205;4286;190;4278;100;48;18;711;351
91473;Orveau;141;427.79;5;3534;87;5;3534;0;;87;;0;;
91477;Palaiseau;37471;1166.44;776;4166;66;236;4744;540;3945;94;61;15;925;352
91479;Paray-Vieille-Poste;8202;603.59;172;4051;72;127;3981;45;4123;79;41;8;669;385
91482;Pecqueuse;580;744.78;20;3091;100;13;3245;7;2016;110;50;11;355;512
91494;Le Plessis-Pâté;4154;759.42;85;3278;88;65;3214;20;3428;98;49;11;287;1198
91495;Plessis-Saint-Benoist;325;917.18;10;2314;96;10;2314;0;;96;;3;198;1000
91507;Prunay-sur-Essonne;324;512.18;9;2759;100;9;2759;1;1515;100;100;2;188;424
91508;Puiselet-le-Marais;261;1128.01;10;2671;96;9;2653;1;5522;98;67;0;;
91511;Pussay;2288;1159.12;69;2109;74;37;2172;32;2065;89;44;7;241;333
91514;Quincy-sous-Sénart;9477;523.71;200;3213;71;108;3243;92;3095;88;56;11;596;183
91519;Richarville;386;1049;7;2378;80;7;2378;0;;80;;5;222;526
91521;Ris-Orangis;31189;836.27;581;2234;66;155;3264;426;2016;86;61;11;496;397
91525;Roinville;1319;1350.81;20;2743;87;17;2682;7;4920;92;20;14;238;548
91526;Roinvilliers;112;717.48;2;2283;130;2;2283;0;;130;;0;;
91533;Saclas;1819;1365.83;57;2353;84;44;2364;13;2037;93;32;6;100;613
91534;Saclay;4437;1374.81;82;4875;92;58;4922;24;4857;105;55;5;32;710
91538;Saint-Aubin;661;356.33;13;3713;108;12;3824;3;3868;116;95;6;613;599
91540;Saint-Chéron;5132;1153.07;124;3185;79;88;3081;36;3522;89;40;38;499;249
91544;Saint-Cyr-la-Rivière;466;882.24;10;1870;142;8;1817;4;2208;159;56;4;111;1361
91546;Saint-Cyr-sous-Dourdan;982;1005.13;30;3021;104;29;3092;2;2286;104;35;11;307;435
91547;Saint-Escobille;454;1201.08;20;1887;103;20;1887;0;;103;;3;127;552
91549;Sainte-Geneviève-des-Bois;35438;938.34;820;3430;72;461;3636;359;3118;90;57;27;463;468
91552;Saint-Germain-lès-Arpajon;11623;631.79;228;3144;77;136;3185;92;2795;93;56;19;350;465
91553;Saint-Germain-lès-Corbeil;7469;405.59;210;3286;94;154;3270;56;3352;101;61;5;388;490
91556;Saint-Hilaire;401;680.01;13;3322;127;12;3398;2;2289;130;86;1;148;1075
91560;Saint-Jean-de-Beauregard;471;401.26;7;3359;133;6;3336;3;5000;134;50;2;40;344
91568;Saint-Maurice-Montcouronne;1543;911.94;30;3097;102;49;3106;12;3562;122;53;8;255;622
91570;Saint-Michel-sur-Orge;21776;530.78;383;2873;75;169;3279;214;2500;90;67;16;550;446
91573;Saint-Pierre-du-Perray;11993;1175.67;312;3445;69;148;3295;164;3564;95;52;18;162;2036
91577;Saintry-sur-Seine;5882;332.02;140;3008;99;113;3089;27;2866;109;66;28;334;555
91578;Saint-Sulpice-de-Favières;272;441.68;8;3404;147;8;3404;0;;147;;4;366;493
91579;Saint-Vrain;3089;1155.71;70;3198;78;50;3221;20;3157;100;52;15;453;318
91581;Saint-Yon;923;471.66;17;3345;88;16;3323;1;22321;88;28;13;371;431
91587;Saulx-les-Chartreux;6733;771.62;153;3561;81;88;3545;65;3623;102;53;23;750;263
91589;Savigny-sur-Orge;37601;697.12;996;3538;67;550;3906;446;3067;83;50;20;656;323
91593;Sermaise;1617;1382.21;45;2745;92;40;2756;5;2682;106;57;5;142;678
91599;Soisy-sur-École;1174;1151.83;44;2945;84;42;2952;5;3000;86;18;5;250;387
91600;Soisy-sur-Seine;7418;867.71;159;3403;81;92;3559;67;3250;115;55;7;343;821
91602;Souzy-la-Briche;503;738.64;12;2485;76;10;2485;4;2994;87;42;2;145;1350
91613;Congerville-Thionville;211;841.79;7;2150;125;7;2150;0;;125;;1;110;561
91617;Tigery;4333;939.74;88;3702;80;58;3656;30;3828;96;59;10;103;827
91619;Torfou;294;351.99;5;3458;107;6;3114;2;4198;113;55;7;274;482
91629;Valpuiseaux;617;1877.79;20;2758;105;20;2758;0;;105;;2;1010;297
91630;Le Val-Saint-Germain;1576;1261.53;43;3121;102;40;3129;5;3194;102;50;19;231;661
91631;Varennes-Jarcy;2465;553.95;45;3636;105;37;3333;9;6892;115;44;8;525;2196
91634;Vaugrigneuse;1458;612.91;24;3006;92;18;2935;6;3144;130;36;43;427;337
91635;Vauhallan;1945;333.77;50;4658;87;44;4983;6;3400;89;78;0;;
91639;Vayres-sur-Essonne;978;841.27;24;3207;77;21;3196;4;3378;88;55;12;208;602
91645;Verrières-le-Buisson;15057;999.77;332;4818;90;192;5304;140;4283;119;66;8;1555;282
91648;Vert-le-Grand;2444;1612.7;42;3422;83;26;3174;16;3475;97;46;12;515;316
91649;Vert-le-Petit;2714;684.25;66;3071;77;40;2994;26;3170;95;51;8;582;288
91654;Videlles;581;877.75;22;2684;102;22;2684;0;;102;;3;138;906
91657;Vigneux-sur-Seine;31466;897.19;596;3433;62;326;3681;270;3213;78;50;8;400;474
91659;Villabé;5830;468.42;90;3150;88;64;3238;26;2876;92;55;7;263;572
91661;Villebon-sur-Yvette;10291;750.84;231;3609;75;109;4051;122;3262;97;64;14;717;291
91662;Villeconin;766;1466.25;17;3525;87;17;3525;0;;87;;8;162;699
91665;La Ville-du-Bois;8161;354.12;146;3592;89;128;3611;18;3481;94;39;10;383;570
91666;Villejust;2558;536.11;61;3798;84;48;3792;13;3941;93;40;8;1096;263
91667;Villemoisson-sur-Orge;7332;232.03;145;3806;82;103;3798;42;3826;101;45;7;707;389
91671;Villeneuve-sur-Auvers;593;710.82;15;2524;116;15;2524;0;;116;;5;238;386
91679;Villiers-le-Bâcle;1031;606.04;20;4485;89;16;4304;7;4800;102;46;3;1394;386
91685;Villiers-sur-Orge;4545;177.97;97;3363;82;62;3496;35;2864;97;42;4;534;373
91687;Viry-Châtillon;30838;611.82;627;3067;65;232;3785;395;2712;80;60;12;741;232
91689;Wissous;7151;914.24;178;4219;68;74;4114;104;4289;109;57;14;896;221
91691;Yerres;27906;996.73;718;3468;72;319;3974;399;3000;95;65;15;389;667
91692;Les Ulis;25886;547.69;389;2410;70;39;3400;350;2332;92;67;8;685;3378
92002;Antony;64263;956.17;1440;5476;70;464;6220;976;5099;98;62;9;1972;300
92004;Asnières-sur-Seine;93941;482.12;2686;6493;53;222;8447;2464;6396;111;50;11;286;599
92007;Bagneux;44572;418.4;491;5231;58;104;6216;387;5000;85;54;14;3561;296
92009;Bois-Colombes;28909;192.51;948;6596;58;186;8695;762;6386;98;50;3;0;851
92012;Boulogne-Billancourt;119019;615.22;3549;8529;52;73;13145;3476;8490;150;51;5;16177;917
92014;Bourg-la-Reine;21019;185.83;509;5643;64;91;7471;418;5362;120;60;5;1839;299
92019;Châtenay-Malabry;35825;636.5;753;4878;67;63;6103;690;4769;112;64;15;4847;837
92020;Châtillon;36705;292.37;885;5891;58;130;7161;755;5731;90;56;14;3288;212
92022;Chaville;20594;357.45;505;5754;63;115;7945;390;5424;100;57;5;2443;262
92023;Clamart;58576;875.91;1235;5963;64;337;7390;898;5665;98;58;18;3609;317
92024;Clichy;64410;307.94;1545;7000;45;18;9715;1527;6985;70;45;7;7106;385
92025;Colombes;91053;777.84;1964;5525;60;600;7089;1364;5096;93;50;24;3764;255
92026;Courbevoie;82902;416.04;2260;6928;52;67;8659;2193;6894;105;51;6;8203;172
92032;Fontenay-aux-Roses;24070;253.04;418;4648;63;71;6069;347;4471;110;56;5;2227;238
92033;Garches;17743;272.07;469;6201;76;100;9146;369;5789;150;70;6;1746;403
92035;La Garenne-Colombes;30197;178.12;888;6756;56;88;9623;800;6643;113;53;5;8704;232
92036;Gennevilliers;50979;1162.71;336;4667;61;56;5122;280;4545;78;59;17;1490;221
92040;Issy-les-Moulineaux;67669;424.49;1647;7750;52;103;9554;1544;7672;95;50;5;4870;158
92044;Levallois-Perret;68092;241.57;1979;9156;50;17;12196;1962;9146;129;50;2;10667;794
92046;Malakoff;30557;207.15;546;6857;48;89;8013;457;6747;80;42;4;6504;496
92047;Marnes-la-Coquette;1752;347.42;37;6942;137;30;7735;7;5000;142;83;3;7261;544
92048;Meudon;46334;994.19;1066;5964;66;157;8824;909;5653;100;63;13;1424;402
92049;Montrouge;46324;207.06;1460;7381;52;63;10285;1397;7328;90;50;1;2167;150
92050;Nanterre;97783;1222.48;1014;5500;61;249;6674;765;5282;90;55;16;2228;275
92051;Neuilly-sur-Seine;59538;371.71;2090;10692;73;42;16938;2048;10653;229;72;0;;
92060;Le Plessis-Robinson;28848;340.7;714;5688;66;72;6838;642;5629;94;65;7;1395;256
92062;Puteaux;44002;318.99;1213;7138;51;47;8666;1166;7105;110;50;5;8835;155
92063;Rueil-Malmaison;82874;1452.83;2023;6000;67;485;7920;1538;5646;110;62;13;1650;265
92064;Saint-Cloud;29855;750.91;774;6851;72;104;9904;670;6568;146;69;6;3800;326
92071;Sceaux;20884;359.74;498;6250;73;87;8273;411;6000;140;64;7;2433;472
92072;Sèvres;22303;392.74;503;5850;67;97;8589;406;5682;120;63;5;3249;630
92073;Suresnes;48956;379.65;1131;7077;61;143;8809;988;6924;103;58;5;2336;353
92075;Vanves;28622;155.5;767;6499;51;47;8667;720;6406;100;49;5;5994;135
92076;Vaucresson;8432;309.44;232;5625;94;69;8231;163;4964;180;84;7;2250;621
92077;Ville-d'Avray;11089;369.08;192;5574;84;34;8549;158;5300;134;74;1;2589;598
92078;Villeneuve-la-Garenne;26021;320.02;237;3298;59;27;4038;210;3179;84;58;3;9241;923
93001;Aubervilliers;88365;576.7;1103;4091;43;89;4118;1014;4088;70;42;12;1512;237
93005;Aulnay-sous-Bois;87599;1615.42;1323;3654;69;722;3850;601;3250;80;55;28;929;326
93006;Bagnolet;43086;256.63;550;5688;53;110;6583;440;5361;70;48;12;651;148
93007;Le Blanc-Mesnil;62376;807.79;636;3735;64;365;3976;271;3533;76;53;19;714;556
93008;Bobigny;56927;677.82;466;3534;63;188;3784;278;3437;77;56;10;1623;283
93010;Bondy;50595;546.28;785;3182;60;304;3602;481;3000;75;52;12;1743;311
93013;Le Bourget;15925;207.89;252;3715;50;42;4586;210;3536;83;47;5;225;319
93014;Clichy-sous-Bois;29354;396.04;373;2245;60;108;3077;265;1933;83;58;13;363;561
93015;Coubron;5175;417.25;144;3125;84;102;3165;42;2809;98;61;10;721;225
93027;La Courneuve;47167;751.63;324;3017;55;73;3733;251;2823;79;52;14;946;747
93029;Drancy;72390;776.13;1237;3697;56;556;4128;681;3432;70;46;22;938;301
93030;Dugny;11700;387.26;73;2842;69;17;3452;56;2540;83;66;7;2078;566
93031;Épinay-sur-Seine;52833;457.59;799;2916;62;168;3677;631;2744;80;61;6;3323;139
93032;Gagny;42313;696.5;907;3553;68;489;3904;418;3156;81;55;18;681;358
93033;Gournay-sur-Marne;7320;168.11;200;4354;77;129;4312;71;4420;93;44;6;756;418
93039;L'Île-Saint-Denis;8696;174.22;105;4143;63;9;4322;96;4110;83;63;4;5838;215
93045;Les Lilas;23843;125.58;494;6840;45;53;7653;441;6792;86;42;3;4268;132
93046;Livry-Gargan;47228;736.74;1121;3247;62;439;3706;682;2944;80;52;24;757;316
93047;Montfermeil;28703;543.99;483;3500;77;366;3565;117;3167;83;50;22;688;377
93048;Montreuil;111934;890.68;2384;6246;55;441;6636;1943;6182;80;50;25;1325;195
93049;Neuilly-Plaisance;21941;341.27;502;4350;64;210;4631;292;4141;90;50;11;1260;419
93050;Neuilly-sur-Marne;39800;695.34;559;3431;67;155;4013;404;3209;85;63;7;1896;212
93051;Noisy-le-Grand;72978;1312.94;1516;4345;63;365;4614;1151;4261;87;58;24;995;465
93053;Noisy-le-Sec;45510;504.37;647;3714;60;206;4306;441;3470;83;50;21;1215;201
93055;Pantin;61929;500.44;1206;6000;46;63;7857;1143;5971;80;45;15;3611;402
93057;Les Pavillons-sous-Bois;25804;292.2;640;3462;57;245;3844;395;3226;82;49;12;629;340
93061;Le Pré-Saint-Gervais;16993;70.23;340;6368;48;32;7745;308;6310;90;45;4;3773;161
93062;Le Raincy;14735;222.73;450;4361;66;139;4932;311;4124;107;55;6;1215;881
93063;Romainville;37152;344.17;559;5510;60;142;6106;417;5455;74;57;11;2956;249
93064;Rosny-sous-Bois;47180;591.15;959;3947;61;185;4906;774;3811;80;57;20;1333;236
93066;Saint-Denis;149077;1577.25;1742;4082;49;198;4069;1544;4082;75;46;24;546;458
93070;Saint-Ouen-sur-Seine;53615;430.25;1302;6514;47;69;7904;1233;6481;92;46;16;3429;360
93071;Sevran;52535;725.61;656;2845;71;346;3333;310;2291;81;62;15;824;387
93072;Stains;41388;540.87;376;3022;63;167;3538;209;2700;71;58;12;1726;310
93073;Tremblay-en-France;38348;2266;704;3255;75;452;3586;252;2575;81;65;20;547;264
93074;Vaujours;8007;371.34;199;3294;66;88;3516;111;3113;78;52;5;1014;187
93077;Villemomble;29795;403.82;744;3975;61;317;4407;427;3731;89;47;6;634;314
93078;Villepinte;41470;1038.37;634;2884;68;301;3265;333;2528;88;60;8;471;375
93079;Villetaneuse;12530;230.39;83;2962;68;39;3118;44;2844;87;49;5;53;4062
94001;Ablon-sur-Seine;5988;114.16;142;3053;62;46;4160;96;2799;78;58;4;475;404
94002;Alfortville;45531;367.17;932;5119;51;119;5927;813;5048;85;47;7;303;292
94003;Arcueil;22200;233.47;380;5571;59;99;6154;281;5403;80;51;9;1129;227
94004;Boissy-Saint-Léger;17325;891.55;321;3293;68;74;3915;247;3048;99;63;10;904;375
94011;Bonneuil-sur-Marne;18270;549.05;178;3873;63;69;4453;109;3714;80;57;10;1113;422
94015;Bry-sur-Marne;18503;333.61;482;5228;69;153;6429;329;4883;100;63;7;1145;500
94016;Cachan;31103;278.72;558;5201;54;121;6003;437;5020;88;47;7;2153;366
94017;Champigny-sur-Marne;78072;1130.32;1376;4016;64;569;4712;807;3646;83;57;28;1098;244
94018;Charenton-le-Pont;28830;184.99;784;7547;54;14;9372;770;7523;123;53;1;10512;610
94019;Chennevières-sur-Marne;18710;521.68;502;3636;65;133;4379;369;3217;98;63;14;1378;235
94021;Chevilly-Larue;19826;422.39;337;3654;66;45;4911;292;3556;100;64;5;4815;380
94022;Choisy-le-Roi;45946;542.14;994;3712;56;153;4469;841;3574;70;53;13;657;426
94028;Créteil;93397;1141.93;1375;3750;66;143;5873;1232;3583;80;64;14;931;442
94033;Fontenay-sous-Bois;53757;555.99;1185;6231;60;326;7179;859;5873;88;50;12;1943;269
94034;Fresnes;29528;355.15;596;3349;65;71;5375;525;3232;84;63;7;1020;212
94037;Gentilly;19963;118.08;300;5994;48;36;6836;264;5951;78;46;1;35;241
94038;L'Haÿ-les-Roses;31188;389.56;608;4339;66;192;5525;416;3925;90;61;11;1387;361
94041;Ivry-sur-Seine;65064;611.46;1132;5102;45;74;6191;1058;5065;80;44;14;2559;628
94042;Joinville-le-Pont;20525;228.52;526;5936;61;123;7500;403;5661;91;55;6;4205;176
94043;Le Kremlin-Bicêtre;24110;154.09;411;5806;47;19;6848;392;5762;79;47;5;1045;312
94044;Limeil-Brévannes;27406;694.86;557;3481;63;158;3702;399;3407;94;58;6;766;462
94046;Maisons-Alfort;56799;534.8;1343;5652;57;211;6806;1132;5486;90;52;5;1663;411
94047;Mandres-les-Roses;4922;336.5;91;3595;81;67;3688;24;3448;111;47;7;905;351
94048;Marolles-en-Brie;4781;459.55;108;3557;123;90;3400;18;4277;127;50;5;679;451
94052;Nogent-sur-Marne;32455;279.86;1032;6308;60;126;8132;906;6179;113;57;4;1789;233
94053;Noiseau;4628;458.76;120;3890;81;75;3895;45;3889;97;63;15;1577;241
94054;Orly;24658;669.04;301;3594;61;113;4286;188;3369;78;56;19;974;946
94055;Ormesson-sur-Marne;10977;343.31;249;4257;90;221;4257;38;4270;95;61;17;960;287
94056;Périgny;2724;276.09;73;3446;99;59;3495;21;3253;108;49;16;395;322
94058;Le Perreux-sur-Marne;35260;396.02;1070;5712;64;305;7010;765;5398;98;53;10;2259;391
94059;Le Plessis-Trévise;21112;431.92;463;3889;65;107;4638;356;3742;101;59;8;861;424
94060;La Queue-en-Brie;12241;938.55;235;3422;85;189;3362;46;3578;90;56;5;370;7994
94065;Rungis;5611;419.72;122;4357;70;39;4727;83;4111;115;62;7;2442;497
94067;Saint-Mandé;21071;90.5;643;8775;56;17;11273;626;8764;190;55;0;;
94068;Saint-Maur-des-Fossés;76572;1125.56;2527;5857;63;791;7318;1736;5451;100;53;28;1848;337
94069;Saint-Maurice;14506;144.79;340;6315;51;8;8165;332;6215;132;51;0;;
94070;Santeny;3913;1002.58;82;3643;140;61;3427;21;4000;143;47;9;291;800
94071;Sucy-en-Brie;27764;1038.89;569;4022;75;296;4384;273;3580;97;62;13;833;451
94073;Thiais;32918;642.45;697;3924;65;140;4635;557;3750;98;60;7;1242;392
94074;Valenton;14406;531.13;105;3554;68;53;3696;52;3443;82;57;7;320;213
94075;Villecresnes;11647;562.01;272;3778;80;172;3839;100;3657;94;64;13;1399;183
94076;Villejuif;60183;527.95;972;5207;57;199;5893;773;5041;78;51;16;1540;200
94077;Villeneuve-le-Roi;21000;843.84;405;3750;65;218;3841;187;3564;80;46;11;746;275
94078;Villeneuve-Saint-Georges;36221;807.3;460;3178;52;164;3496;296;2938;72;40;7;307;508
94079;Villiers-sur-Marne;33162;431.66;786;4053;64;243;4605;543;3855;94;56;17;830;349
94080;Vincennes;48193;190.34;1836;8740;50;79;11053;1757;8678;112;50;3;7211;243
94081;Vitry-sur-Seine;93963;1165.9;1318;4288;60;341;5267;977;4000;78;53;41;2211;315
95002;Ableiges;1108;797.86;38;3311;92;32;3432;7;1996;92;110;6;1091;260
95008;Aincourt;854;1009.02;36;2297;98;27;2312;9;2211;114;40;1;381;919
95011;Ambleville;388;804.93;13;2638;88;13;2638;1;3241;88;90;0;;
95012;Amenucourt;212;878;10;3022;89;8;3557;7;2000;74;82;0;;
95014;Andilly;2742;273.3;50;4075;90;32;4075;18;3967;120;45;2;152;1774
95018;Argenteuil;106130;1738.98;2019;3514;61;809;3950;1210;3247;78;52;46;715;336
95019;Arnouville;15023;284.4;262;3402;69;174;3561;88;3068;82;50;12;770;342
95023;Arronville;618;1588.67;14;2706;112;14;2706;0;;112;;3;127;488
95024;Arthies;265;749.98;8;3146;77;8;3146;0;;77;;0;;
95026;Asnières-sur-Oise;3127;1418.1;68;3110;83;52;3010;16;3387;101;43;5;281;712
95028;Attainville;1904;723.93;37;3581;94;29;3564;8;3772;104;50;6;357;711
95039;Auvers-sur-Oise;6863;1278.32;192;3748;75;145;3841;47;3326;84;45;11;1344;238
95040;Avernes;871;1718.52;26;2910;108;24;2834;2;7515;120;54;2;215;609
95042;Baillet-en-France;2021;802.67;56;3542;90;47;3471;9;3833;95;56;6;1145;147
95046;Banthelu;146;822.35;5;1898;80;5;1898;0;;80;;0;;
95051;Beauchamp;9849;303.12;231;3878;81;152;4183;79;3437;90;68;6;891;300
95052;Beaumont-sur-Oise;10232;559.57;291;3062;62;123;3167;168;3000;90;45;13;526;520
95054;Le Bellay-en-Vexin;224;514.58;11;2778;102;11;2778;2;1232;102;63;3;960;347
95055;Bellefontaine;474;756.14;20;3375;77;17;3333;7;3483;83;43;5;224;669
95056;Belloy-en-France;2250;947.11;47;3212;77;39;3180;11;3312;85;38;12;493;246
95058;Bernes-sur-Oise;2684;551.17;63;3174;83;52;3017;12;4269;91;41;18;390;326
95059;Berville;374;851.49;10;2363;138;10;2363;0;;138;;1;167;600
95060;Bessancourt;8869;637.84;218;3876;77;124;3744;94;4003;100;50;9;623;335
95061;Béthemont-la-Forêt;435;379.27;11;3123;113;10;3251;2;2417;114;75;0;;
95063;Bezons;36434;418.6;629;4130;61;231;4789;398;3888;74;56;24;1016;228
95074;Boisemont;892;200.78;13;3396;106;12;3248;8;2865;115;54;4;639;673
95078;Boissy-l'Aillerie;2120;570.36;43;3364;97;36;3438;7;3200;101;44;7;506;360
95088;Bonneuil-en-France;1185;475.53;18;3549;61;7;3253;14;3565;75;54;2;13421;118
95091;Bouffémont;6593;455.69;115;3205;89;93;3229;22;3172;90;61;7;1563;327
95094;Bouqueval;314;282.05;11;2969;80;10;2881;2;2631;85;98;0;;
95101;Bray-et-Lû;954;373.58;17;2549;85;17;2549;3;9127;85;30;0;;
95102;Bréançon;432;1068.17;17;2997;95;16;3195;2;3259;98;55;1;0;42
95110;Brignancourt;262;306.87;8;2955;79;8;2955;11;2843;79;79;4;219;334
95116;Bruyères-sur-Oise;4921;890.7;70;2967;89;57;3029;13;2700;92;57;18;1417;221
95119;Buhy;329;694.25;8;2667;86;8;2667;0;;86;;2;996;237
95120;Butry-sur-Oise;2252;278.31;66;3363;98;64;3363;5;3767;99;54;7;747;380
95127;Cergy;70906;1455.24;1307;3191;63;266;3010;1041;3236;97;56;21;1312;292
95134;Champagne-sur-Oise;5036;948.11;124;3275;88;105;3307;19;2982;91;65;10;674;535
