city_code;da_name;da_population;da_surface_ha;dvf_nbtrans_residential;dvf_pxm2_median_residential;dvf_surface_median_residential;dvf_nbtrans_cod111;dvf_pxm2_median_cod111;dvf_nbtrans_cod121;dvf_pxm2_median_cod121;dvf_surface_median_cod111;dvf_surface_median_cod121;dvf_nbtrans_terrain;dvf_pxm2_median_terrain;dvf_surface_median_terrain
02629;Puisieux-et-Clanlieu;331;1749.5;6;1045;98;6;1045;0;;98;;0;;
02631;Quierzy;428;825.66;22;1303;90;22;1303;0;;90;;1;69;1553
02632;Quincy-Basse;53;394.41;2;1092;93;2;1092;0;;93;;0;;
02633;Quincy-sous-le-Mont;62;498.91;3;1204;98;3;1204;0;;98;;0;;
02634;Raillimont;89;492.88;3;1042;120;3;1042;0;;120;;0;;
02635;Ramicourt;146;380.4;6;1026;142;6;1026;0;;142;;0;;
02636;Regny;187;1201.47;7;918;119;7;918;0;;119;;0;;
02637;Remaucourt;265;640.2;15;1046;102;15;1046;0;;102;;1;434;190
02638;Remies;241;901.88;10;1120;98;10;1120;0;;98;;0;;
02639;Remigny;339;1004.97;10;1255;104;10;1255;0;;104;;0;;
02640;Renansart;144;878.1;6;1114;77;6;1114;0;;77;;0;;
02641;Renneval;135;675.18;4;1066;99;4;1066;0;;99;;0;;
02642;Résigny;157;793.99;7;1011;94;7;1011;0;;94;;0;;
02643;Ressons-le-Long;790;1065.3;20;1702;101;20;1702;0;;101;;8;46;815
02644;Retheuil;360;1496.76;18;1908;90;18;1908;0;;90;;3;17;1327
02645;Reuilly-Sauvigny;225;666.88;9;1412;79;9;1412;0;;79;;0;;
02647;Ribeauville;86;361.9;7;1045;110;7;1045;0;;110;;0;;
02648;Ribemont;1931;2703.94;51;1079;89;50;1078;4;3018;90;63;3;318;900
02649;Rocourt-Saint-Martin;299;569.17;5;1100;96;5;1100;0;;96;;1;2054;71
02650;Rocquigny;359;1108.39;7;1042;96;6;1052;1;604;88;207;0;;
02651;Rogécourt;88;551.34;5;1026;75;5;1026;0;;75;;0;;
02652;Rogny;95;564.79;2;1278;100;2;1278;0;;100;;0;;
02653;Romeny-sur-Marne;450;429.19;17;2143;80;17;2143;0;;80;;2;41;2202
02654;Romery;83;399.88;2;5942;66;2;5942;0;;66;;0;;
02655;Ronchères;155;607.59;8;1610;104;8;1610;0;;104;;0;;
02656;Roucy;365;706.5;8;1309;103;8;1309;0;;103;;0;;
02657;Rougeries;200;424.65;5;1146;94;5;1146;0;;94;;0;;
02658;Roupy;237;590.07;6;1484;129;6;1484;0;;129;;3;46;849
02659;Rouvroy;506;514.67;14;1624;101;14;1624;0;;101;;2;357;870
02660;Rouvroy-sur-Serre;45;390.16;2;1046;95;2;1046;0;;95;;0;;
02661;Royaucourt-et-Chailvet;226;300.81;5;1429;70;5;1429;0;;70;;0;;
02662;Rozet-Saint-Albin;335;804.5;18;1190;86;16;1252;2;1033;90;71;0;;
02663;Rozières-sur-Crise;239;732;10;1674;120;10;1674;1;2188;120;96;3;28;1040
02664;Rozoy-Bellevalle;122;677.47;6;1419;109;6;1419;0;;109;;1;22;1352
02665;Grand-Rozoy;299;1248.09;7;1471;75;7;1471;0;;75;;0;;
02666;Rozoy-sur-Serre;917;1668.25;22;744;85;22;744;0;;85;;0;;
02667;Saconin-et-Breuil;202;866.65;7;1225;110;7;1225;0;;110;;2;42;916
02668;Sains-Richaumont;923;1252.76;19;980;90;19;980;0;;90;;0;;
02670;Saint-Algis;148;691.53;7;926;78;7;926;0;;78;;0;;
02671;Saint-Aubin;276;841.81;5;1444;81;5;1444;0;;81;;0;;
02672;Saint-Bandry;234;617.03;8;1574;125;8;1574;0;;125;;0;;
02673;Saint-Christophe-à-Berry;441;789.41;10;1620;80;9;1538;2;3161;78;73;0;;
02674;Saint-Clément;44;506.99;7;1330;110;7;1330;0;;110;;0;;
02675;Sainte-Croix;127;337.13;8;1353;147;8;1353;0;;147;;0;;
02676;Saint-Erme-Outre-et-Ramecourt;1697;2034.15;47;1133;105;45;1180;2;903;110;85;5;96;166
02677;Saint-Eugène;232;696.57;7;1438;78;7;1438;0;;78;;0;;
02678;Sainte-Geneviève;73;456.11;4;1021;93;4;1021;0;;93;;0;;
02679;Saint-Gengoulph;152;757.88;6;1543;133;6;1543;0;;133;;0;;
02680;Saint-Gobain;2288;2975.98;59;1125;77;58;1123;6;1974;78;51;8;376;119
02681;Saint-Gobert;281;783.42;7;780;81;7;780;0;;81;;0;;
02682;Saint-Mard;116;467.94;4;1589;123;4;1589;0;;123;;0;;
02683;Saint-Martin-Rivière;118;551.76;5;1119;90;5;1119;0;;90;;0;;
02684;Saint-Michel;3199;4221.96;62;889;92;56;889;7;925;95;40;6;63;567
02685;Saint-Nicolas-aux-Bois;110;659.7;5;2109;98;5;2109;0;;98;;0;;
02686;Saint-Paul-aux-Bois;370;1107.64;6;1150;94;6;1150;0;;94;;0;;
02687;Saint-Pierre-Aigle;328;1205.51;10;2233;108;10;2233;0;;108;;1;20;1709
02688;Saint-Pierre-lès-Franqueville;39;716.37;2;524;85;2;524;0;;85;;0;;
02689;Saint-Pierremont;41;702.53;3;1140;82;3;1140;0;;82;;0;;
02690;Sainte-Preuve;67;961.78;6;840;86;6;840;0;;86;;0;;
02691;Saint-Quentin;52813;2280.41;1675;1187;78;1176;1139;499;1396;84;50;53;429;310
02693;Saint-Rémy-Blanzy;226;1402.29;5;1274;70;5;1274;0;;70;;0;;
02694;Saint-Simon;593;636.31;13;1420;75;13;1420;0;;75;;3;141;801
02696;Saint-Thomas;71;248.26;4;785;102;4;785;0;;102;;0;;
02697;Samoussy;384;2534.88;13;1492;113;13;1492;0;;113;;3;126;933
02698;Sancy-les-Cheminots;101;449.02;5;1263;86;5;1263;0;;86;;0;;
02699;Saponay;266;1006.24;12;1457;92;12;1457;0;;92;;0;;
02701;Saulchery;687;266.52;33;1500;86;32;1491;5;1862;88;50;0;;
02702;Savy;618;749.8;6;1681;130;6;1681;0;;130;;2;75;523
02703;Seboncourt;1087;1183.85;26;1054;84;26;1054;0;;84;;1;107;1125
02704;Selens;202;767.56;9;1274;77;9;1274;0;;77;;0;;
02705;La Selve;201;478.61;7;813;112;7;813;0;;112;;0;;
02706;Septmonts;576;480.51;14;1558;89;13;1642;3;1447;93;82;6;65;1182
02707;Septvaux;179;846.04;5;1143;72;5;1143;0;;72;;0;;
02708;Sequehart;219;643.28;7;1484;162;7;1484;0;;162;;4;18;1024
02709;Serain;380;671.02;6;786;106;6;786;0;;106;;2;38;622
02710;Seraucourt-le-Grand;706;1044.85;13;1600;73;13;1600;0;;73;;1;193;926
02711;Serches;273;912.1;9;1255;104;9;1255;0;;104;;0;;
02712;Sergy;139;1359.12;7;1261;120;7;1261;0;;120;;0;;
02713;Seringes-et-Nesles;273;1367.25;6;1875;73;6;1875;0;;73;;1;39;640
02714;Sermoise;340;553.34;11;1310;78;9;1464;4;1148;82;77;1;249;181
02715;Serval;42;220.27;5;962;78;5;962;0;;78;;0;;
02716;Servais;287;559.8;14;1388;108;14;1388;1;1742;108;97;1;12;1028
02717;Séry-lès-Mézières;601;1169.52;14;1286;95;14;1286;0;;95;;0;;
02718;Silly-la-Poterie;112;236.7;5;2177;75;5;2177;0;;75;;0;;
02719;Sinceny;2005;1315.76;70;1177;78;70;1177;1;11364;78;33;5;1175;143
02720;Sissonne;2065;5349.83;42;997;93;40;980;3;1795;97;78;0;;
02721;Sissy;505;1083.63;14;1212;122;14;1212;0;;122;;2;282;846
02722;Soissons;28046;1232.46;733;1763;73;317;1813;416;1734;93;58;11;90;358
02723;Soize;95;600.42;3;831;118;3;831;0;;118;;0;;
02724;Sommelans;56;423.39;1;1535;101;1;1535;0;;101;;0;;
02725;Sommeron;134;461.99;1;1127;71;1;1127;0;;71;;0;;
02726;Sommette-Eaucourt;178;627.53;8;947;83;8;947;0;;83;;2;167;555
02727;Sons-et-Ronchères;205;926.02;7;849;105;7;849;0;;105;;0;;
02728;Sorbais;266;1393.64;5;949;140;5;949;0;;140;;0;;
02729;Soucy;74;522.11;5;1984;122;5;1984;0;;122;;0;;
02730;Soupir;272;1027.11;13;1308;65;12;1313;1;1167;65;60;0;;
02731;Le Sourd;155;743.83;9;1011;67;9;1011;0;;67;;1;85;589
02732;Surfontaine;92;638.18;4;1031;101;4;1031;0;;101;;0;;
02734;Taillefontaine;257;1057.9;9;2126;90;9;2126;0;;90;;0;;
02735;Tannières;16;254.07;0;;;0;;0;;;;0;;
02736;Tartiers;162;883.84;9;1529;90;9;1529;0;;90;;0;;
02737;Tavaux-et-Pontséricourt;543;2558.3;10;1020;84;10;1020;0;;84;;0;;
02738;Tergnier;13045;1830.05;321;1113;82;305;1116;16;1007;83;62;7;35;806
02739;Terny-Sorny;317;706.44;13;1437;91;12;1451;1;1231;93;91;0;;
02740;Thenailles;220;1674.71;7;926;67;7;926;0;;67;;1;2;5496
02741;Thenelles;541;699.14;13;827;71;13;827;0;;71;;0;;
02742;Thiernu;122;622.73;5;1110;95;5;1110;0;;95;;0;;
02743;Le Thuel;158;711.5;6;997;103;6;997;0;;103;;0;;
02744;Torcy-en-Valois;81;359.36;5;1882;94;5;1882;0;;94;;2;239;776
02745;Toulis-et-Attencourt;110;780.41;5;612;130;5;612;0;;130;;0;;
02746;Travecy;685;1450.38;14;1142;83;13;1138;1;5833;86;24;2;260;565
02747;Trefcon;80;405.31;4;1161;122;4;1161;0;;122;;0;;
02748;Trélou-sur-Marne;952;2039.95;21;1511;102;21;1511;0;;102;;1;1398;118
02749;Troësnes;207;280.28;8;1735;92;7;1664;1;3455;106;22;0;;
02750;Trosly-Loire;541;1524.1;14;1277;65;14;1277;0;;65;;2;26;511
02751;Trucy;139;302.02;8;1140;115;8;1140;0;;115;;0;;
02752;Tugny-et-Pont;282;591.64;15;1016;85;15;1016;0;;85;;1;877;170
02753;Tupigny;341;1297.66;11;1161;89;11;1161;0;;89;;0;;
02754;Ugny-le-Gay;187;599.58;7;1230;85;7;1230;0;;85;;0;;
02755;Urcel;534;730.57;11;1196;88;11;1196;0;;88;;1;1012;304
02756;Urvillers;687;1379.74;10;1392;124;10;1392;0;;124;;2;174;917
02757;Vadencourt;505;1240.24;15;882;112;15;882;0;;112;;0;;
02758;Vailly-sur-Aisne;2050;996.92;61;1563;85;55;1559;7;2200;85;60;7;63;562
02759;La Vallée-au-Blé;355;522.1;7;1220;127;7;1220;0;;127;;0;;
02760;La Vallée-Mulâtre;152;535.9;6;829;94;6;829;0;;94;;0;;
02761;Variscourt;217;551.52;7;1778;116;7;1778;0;;116;;0;;
02762;Vassens;172;983.61;6;1155;72;6;1155;0;;72;;0;;
02763;Vasseny;197;321.74;9;1277;115;9;1277;0;;115;;1;43;600
02764;Vassogne;92;293.7;5;1114;100;5;1114;0;;100;;0;;
02765;Vaucelles-et-Beffecourt;230;401.8;6;1523;108;6;1523;0;;108;;7;36;756
02766;Vaudesson;237;852.56;8;1451;99;8;1451;0;;99;;0;;
02767;Vauxrezis;323;655.04;11;1750;104;11;1750;0;;104;;1;19;1591
02768;Vauxaillon;498;1409.85;15;1417;96;15;1417;1;5118;96;68;3;48;659
02769;Vaux-Andigny;924;1588.48;15;893;112;14;891;4;4348;114;21;0;;
02770;Vauxbuin;763;500.64;15;1729;95;12;1663;4;2011;113;57;0;;
02772;Vaux-en-Vermandois;142;388.78;7;1712;89;7;1712;0;;89;;0;;
02773;Vauxtin;43;228.38;1;1398;93;1;1398;0;;93;;0;;
02774;Vendelles;123;525.2;5;874;108;5;874;0;;108;;0;;
02775;Vendeuil;923;1457.55;24;1262;72;24;1262;0;;72;;0;;
02776;Vendhuile;585;1096.41;12;877;89;12;877;0;;89;;3;16;769
02777;Vendières;133;1277.79;9;1389;112;9;1389;0;;112;;0;;
02778;Vendresse-Beaulne;101;896.91;7;1078;128;7;1078;0;;128;;0;;
02779;Vénérolles;229;898.76;10;792;93;10;792;0;;93;;0;;
02780;Venizel;1324;372.83;24;1686;90;24;1686;3;1424;90;34;3;3000;69
02781;Verdilly;443;522.92;9;2129;101;9;2129;0;;101;;1;64;3619
02782;Le Verguier;212;429.46;9;864;95;9;864;0;;95;;0;;
02783;Grand-Verly;124;379.52;8;979;115;8;979;0;;115;;0;;
02784;Petit-Verly;155;519.66;6;1640;96;6;1640;0;;96;;0;;
02785;Vermand;1104;1600.58;18;1260;88;18;1260;0;;88;;1;49;427
02786;Verneuil-sous-Coucy;139;463.5;6;2111;47;6;2111;0;;47;;0;;
02787;Verneuil-sur-Serre;249;793.82;13;1313;99;13;1313;0;;99;;0;;
02788;Versigny;470;1289.97;12;1228;102;12;1228;0;;102;;3;145;873
02789;Vervins;2549;1047.66;37;907;85;32;887;5;1111;92;28;6;36;646
02790;Vesles-et-Caumont;235;1029.88;5;969;107;5;969;0;;107;;0;;
02791;Veslud;270;411.68;11;1116;82;11;1116;0;;82;;0;;
02792;Veuilly-la-Poterie;155;746.38;7;1974;114;6;1921;1;5652;132;46;2;164;180
02793;Vézaponin;113;322.57;5;1500;104;5;1500;0;;104;;0;;
02794;Vézilly;181;1074.05;9;1648;91;9;1648;0;;91;;0;;
02795;Vic-sur-Aisne;1608;528.75;34;1502;82;24;1712;10;1224;88;60;3;40;371
02796;Vichel-Nanteuil;93;632.7;7;1764;106;7;1764;0;;106;;0;;
02797;Viel-Arcy;166;662.14;9;1211;123;9;1211;0;;123;;0;;
02798;Viels-Maisons;1192;2153.74;21;1530;93;18;1678;5;1076;94;74;3;214;1074
02799;Vierzy;384;1269.56;15;1324;107;14;1292;2;1277;114;74;4;29;885
02800;Viffort;310;1006.15;10;1633;107;10;1633;0;;107;;0;;
02801;Vigneux-Hocquet;262;1393.99;8;918;75;8;918;0;;75;;0;;
02802;La Ville-aux-Bois-lès-Dizy;204;1016.94;6;1007;130;6;1007;0;;130;;0;;
02803;La Ville-aux-Bois-lès-Pontavert;150;846;9;1613;93;9;1613;0;;93;;0;;
02804;Villemontoire;219;765.74;8;1749;114;8;1749;0;;114;;3;39;727
02805;Villeneuve-Saint-Germain;2616;453.32;63;1408;68;39;1714;24;1117;84;55;8;195;234
02806;Villeneuve-sur-Fère;277;1069.47;13;1301;90;12;1200;2;1459;91;53;1;19;2131
02807;Villequier-Aumont;684;1233.65;18;1692;93;18;1692;0;;93;;3;15;1849
02808;Villeret;263;400.03;6;932;93;6;932;0;;93;;1;14;44
02809;Villers-Agron-Aiguizy;75;1312.47;5;1490;92;5;1490;0;;92;;0;;
02810;Villers-Cotterêts;10489;4210.61;238;2014;81;152;2159;86;1780;96;65;19;145;750
02812;Villers-Hélon;193;818.11;9;1723;120;9;1723;0;;120;;1;28;2361
02813;Villers-le-Sec;262;1061.19;10;1073;98;10;1073;0;;98;;1;5;191
02814;Villers-lès-Guise;166;813.49;5;824;85;5;824;0;;85;;0;;
02815;Villers-Saint-Christophe;418;892.58;13;1223;113;13;1223;0;;113;;0;;
02816;Villers-sur-Fère;508;1075.13;10;1438;82;18;1381;3;891;89;64;3;531;339
02817;Ville-Savoye;84;268.37;6;1174;132;6;1174;0;;132;;0;;
02818;Villiers-Saint-Denis;997;762.95;15;2039;82;15;2039;3;2538;82;49;1;103;580
02819;Vincy-Reuil-et-Magny;101;1205.04;3;796;138;3;796;0;;138;;0;;
02820;Viry-Noureuil;1651;1779.26;39;1300;95;39;1300;0;;95;;5;34;94
02821;Vivaise;654;900.99;18;1174;98;18;1174;0;;98;;0;;
02822;Vivières;403;1396.51;10;1671;104;10;1671;0;;104;;0;;
02823;Voharies;70;337.9;2;1019;84;2;1019;0;;84;;0;;
02824;Vorges;383;476.27;8;1758;117;8;1758;0;;117;;0;;
02826;Voulpaix;348;1158.29;6;846;113;6;846;0;;113;;0;;
02827;Voyenne;312;1383.91;10;1054;117;10;1054;0;;117;;0;;
02828;Vregny;89;458.2;6;1511;91;6;1511;0;;91;;0;;
02829;Vuillery;43;107.46;4;1815;66;4;1815;0;;66;;0;;
02830;Wassigny;927;676.38;20;907;91;20;907;0;;91;;0;;
02831;Watigny;350;2135.63;13;1184;99;13;1184;0;;99;;4;15;1048
02832;Wiège-Faty;179;760.65;8;1175;120;8;1175;0;;120;;1;17;998
02833;Wimy;460;1202.21;8;1268;91;8;1268;0;;91;;1;30;902
02834;Wissignicourt;145;450.96;7;1530;82;7;1530;0;;82;;0;;
03001;Abrest;2915;1033.82;96;1800;90;89;1754;9;1973;91;64;8;144;884
03002;Agonges;300;2423.89;11;1779;100;11;1779;0;;100;;0;;
03003;Ainay-le-Château;989;2428.69;31;1035;83;31;1035;1;798;83;89;6;31;630
03004;Andelaroche;214;2034.89;6;974;91;6;974;0;;91;;0;;
03005;Archignat;321;2451.3;12;1269;37;11;1255;1;1800;34;75;0;;
03006;Arfeuilles;594;5958.73;23;1178;84;21;1160;2;2178;80;149;0;;
03007;Arpheuilles-Saint-Priest;383;1910.98;11;798;80;11;798;0;;80;;0;;
03008;Arronnes;378;2605.21;10;1413;84;10;1413;0;;84;;0;;
03009;Aubigny;146;1708.7;5;1379;99;5;1379;0;;99;;1;5;3295
03010;Audes;402;2821.82;10;1058;96;10;1058;1;897;96;102;0;;
03011;Aurouër;400;2581.39;11;1400;116;11;1400;0;;116;;2;20;876
03012;Autry-Issards;313;1944.32;13;1308;90;12;1353;1;563;105;80;1;112;2229
03013;Avermes;4074;1560.5;77;1795;94;76;1783;4;3225;95;55;21;70;658
03014;Avrilly;144;1150.75;10;1218;92;10;1218;0;;92;;0;;
03015;Bagneux;329;2544.74;8;1690;65;7;1711;1;771;65;170;2;1359;85
03016;Barberier;150;811.99;5;1264;54;5;1264;0;;54;;0;;
03017;Barrais-Bussolles;185;2546.37;8;996;72;8;996;0;;72;;0;;
03018;Bayet;672;2329.05;14;1232;90;14;1232;0;;90;;2;365;560
03019;Beaulon;1649;6375.23;46;1224;100;45;1212;1;2692;100;98;5;185;999
03020;Beaune-d'Allier;296;2443.36;11;1000;70;10;1000;1;2111;80;36;0;;
03021;Bègues;232;834.32;11;1409;64;11;1409;0;;64;;0;;
03022;Bellenaves;983;3482.78;37;1220;78;35;1220;3;1417;80;60;4;10;2153
03023;Bellerive-sur-Allier;8943;1881.58;298;1869;90;228;1932;70;1782;100;52;21;85;979
03024;Bert;274;2435.56;12;853;83;12;853;0;;83;;0;;
03025;Bessay-sur-Allier;1382;3475.86;43;1243;91;39;1142;6;1389;93;52;6;17;910
03026;Besson;728;4726.69;23;1222;103;22;1236;2;1275;104;48;1;114;17
03027;Bézenet;910;1000.05;34;920;77;33;927;2;3944;78;36;0;;
03028;Billezois;363;1569.19;12;1205;96;12;1205;0;;96;;0;;
03029;Billy;817;1024.11;32;1222;72;32;1222;3;1400;72;37;5;26;769
03030;Biozat;933;1639.51;33;1612;79;33;1612;0;;79;;9;32;999
03031;Bizeneuille;296;2971.43;9;915;76;8;920;1;845;76;100;3;20;1080
03032;Blomard;222;2249.82;10;1085;83;10;1085;0;;83;;0;;
03033;Bost;183;964.09;6;1005;128;6;1005;0;;128;;0;;
03034;Boucé;507;2198.18;20;1169;91;20;1169;1;667;91;75;0;;
03035;Le Bouchaud;192;2282.3;6;872;91;6;872;1;1111;91;117;1;158;571
03036;Bourbon-l'Archambault;2494;5533.1;87;1294;78;74;1298;15;1200;81;58;7;29;832
03037;Braize;259;2101.7;13;1200;60;13;1200;0;;60;;0;;
03038;Bransat;530;1547.24;13;1071;104;13;1071;0;;104;;4;10;1344
03039;Bresnay;386;2323.48;6;1103;102;6;1103;0;;102;;0;;
03040;Bressolles;1143;2360.57;24;1894;90;23;1882;1;2996;93;27;2;40;1516
03041;Le Brethon;324;4406.1;12;947;123;12;947;0;;123;;1;6;2500
03042;Le Breuil;524;3462.44;19;845;85;18;867;1;641;87;39;1;15;905
03043;Broût-Vernet;1217;3190.34;32;1417;96;31;1419;1;1302;95;365;13;32;716
03044;Brugheas;1564;2699.36;45;1738;104;44;1729;3;2377;107;77;5;30;1007
03045;Busset;850;3683.78;23;1136;90;23;1136;2;2382;90;30;3;8;2500
03046;Buxières-les-Mines;994;4771.83;34;968;70;33;959;1;2050;70;20;0;;
03047;La Celle;398;3145.81;17;1095;74;17;1095;1;1340;74;95;0;;
03048;Cérilly;1316;7113.31;37;1052;76;35;1049;5;1281;78;55;4;20;981
03049;Cesset;430;1215.8;17;952;96;17;952;0;;96;;3;12;2240
03050;La Chabanne;169;2015.37;12;1159;78;12;1159;0;;78;;0;;
03051;Chambérat;277;2871.68;8;927;86;8;927;0;;86;;0;;
03052;Chamblet;1074;2073.14;28;1256;99;27;1263;1;688;100;40;4;15;1380
03053;Chantelle;1131;1101.01;39;1118;78;39;1118;4;1216;78;48;2;9;1045
03054;Chapeau;231;3376.86;16;1687;104;16;1687;0;;104;;0;;
03055;La Chapelaude;938;2861.73;17;1053;82;17;1053;2;2324;82;58;0;;
03056;La Chapelle;399;2114.82;14;1127;76;14;1127;0;;76;;0;;
03057;La Chapelle-aux-Chasses;197;2595.32;8;1081;87;7;1038;1;1333;88;60;0;;
03058;Chappes;220;1862.85;9;1282;78;9;1282;0;;78;;0;;
03059;Chareil-Cintrat;388;1269.97;8;1353;143;8;1353;0;;143;;0;;
03060;Charmeil;947;741.23;29;1807;103;29;1807;1;8667;103;60;6;171;527
03061;Charmes;369;832.98;11;1642;94;11;1642;0;;94;;1;502;476
03062;Charroux;335;1049.96;13;1544;71;13;1544;1;3276;71;145;0;;
03063;Chassenard;1023;2502.95;26;1203;91;26;1203;0;;91;;2;734;819
03064;Château-sur-Allier;160;2792.32;7;1772;75;7;1772;0;;75;;0;;
03065;Châtel-de-Neuvre;563;1923.19;21;1044;90;20;1027;2;3374;93;43;2;95;879
03066;Châtel-Montagne;326;3669.09;17;1289;80;17;1289;0;;80;;0;;
03067;Châtelperron;130;2072.45;6;1040;130;6;1040;0;;130;;0;;
03068;Châtelus;119;657.1;11;958;72;11;958;0;;72;;0;;
03069;Châtillon;317;1285.34;12;1065;78;12;1065;0;;78;;0;;
03070;Chavenon;140;1755.8;5;2143;72;5;2143;0;;72;;0;;
03071;Chavroches;268;1000.21;8;928;115;8;928;0;;115;;0;;
03072;Chazemais;504;2927.36;6;910;83;6;910;0;;83;;1;115;942
03073;Chemilly;580;1694.76;10;1659;102;10;1659;0;;102;;7;21;535
03074;Chevagnes;630;4986.88;21;1125;85;20;1133;4;1819;82;53;0;;
03075;Chezelle;158;732.15;11;1153;90;11;1153;0;;90;;1;1;32
03076;Chézy;212;3663.15;5;1581;129;5;1581;0;;129;;4;30;735
03077;Chirat-l'Église;129;1838.56;5;1204;86;5;1204;0;;86;;0;;
03078;Chouvigny;232;1336.92;22;1081;87;22;1081;0;;87;;0;;
03079;Cindré;276;2277.92;15;1069;102;15;1069;0;;102;;0;;
03080;Cognat-Lyonne;706;1258.59;17;1682;98;17;1682;0;;98;;28;237;750
03081;Colombier;327;1300.46;12;1039;102;12;1039;0;;102;;0;;
03082;Commentry;6017;2095.1;176;996;77;137;985;39;1055;81;46;5;16;841
03083;Contigny;573;1781.89;17;1108;106;17;1108;0;;106;;3;17;908
03084;Cosne-d'Allier;2006;2525.94;74;1011;80;71;1000;5;2000;82;45;1;268;56
03085;Coulandon;645;1698;11;1333;120;11;1333;0;;120;;2;37;980
03086;Coulanges;285;2436.1;9;1049;81;9;1049;0;;81;;1;310;242
03087;Couleuvre;580;5411.17;20;847;81;19;875;2;847;83;44;3;34;1043
03088;Courçais;314;2684.48;9;1026;78;9;1026;0;;78;;0;;
03089;Coutansouze;154;1366.56;12;782;76;12;782;0;;76;;0;;
03090;Couzon;328;2019.36;7;1228;100;7;1228;0;;100;;0;;
03091;Créchy;428;1193.34;10;1249;101;9;1471;1;733;89;120;5;28;995
03092;Cressanges;644;4213.61;14;1316;97;14;1316;3;1167;97;120;4;19;736
03093;Creuzier-le-Neuf;1225;1100.08;25;1726;94;25;1726;1;6027;94;40;10;139;931
03094;Creuzier-le-Vieux;3205;1135.5;76;1822;90;68;1878;8;1805;92;39;13;50;794
03095;Cusset;13316;3177.08;491;1474;73;270;1584;221;1356;87;58;20;110;384
03096;Deneuille-lès-Chantelle;94;826.36;6;1024;78;6;1024;0;;78;;0;;
03097;Deneuille-les-Mines;347;2513.19;11;1199;78;11;1199;1;513;78;55;0;;
03098;Désertines;4259;826.42;150;1098;78;130;1149;20;816;82;61;5;55;805
03099;Deux-Chaises;377;4134.42;7;1006;67;7;1006;0;;67;;0;;
03100;Diou;1343;2576.36;32;1083;79;31;1067;2;1381;79;83;0;;
03101;Domérat;8622;3531.48;236;1169;87;220;1183;16;1019;88;56;25;36;1033
03102;Dompierre-sur-Besbre;2959;4588.39;63;1111;85;57;1092;6;1796;85;54;6;21;1320
03103;Le Donjon;1007;3705.55;37;977;81;31;980;9;608;81;74;1;820;192
03104;Doyet;1109;2775.92;31;884;77;30;867;1;1162;80;37;2;9;2065
03105;Droiturier;364;2218.15;9;1040;75;9;1040;1;674;75;43;0;;
03106;Durdat-Larequille;1280;2458.28;36;1050;91;53;1057;3;1615;90;26;4;13;998
03107;Ébreuil;1306;2313.74;35;1222;86;32;1201;5;2398;91;45;5;26;1036
03108;Échassières;364;2328.55;9;1600;61;8;1519;1;14877;62;61;0;;
03109;Escurolles;804;1336.82;21;1400;92;20;1312;1;1824;96;51;7;20;1228
03110;Espinasse-Vozelle;995;1786.82;17;1852;96;17;1852;0;;96;;6;103;1404
03111;Estivareilles;1119;1172.45;31;1139;83;31;1139;2;1415;83;65;0;;
03112;Étroussat;649;1317.81;19;1279;80;19;1279;0;;80;;6;15;890
03113;Ferrières-sur-Sichon;496;3859.05;16;1219;89;16;1219;0;;89;;6;11;1196
03114;La Ferté-Hauterive;254;2179.95;7;1080;125;7;1080;0;;125;;0;;
03115;Fleuriel;336;2833.51;13;1145;122;13;1145;0;;122;;0;;
03116;Fourilles;195;705.95;5;1223;90;5;1223;0;;90;;0;;
03117;Franchesse;449;4061.44;23;1203;100;22;1161;1;1203;102;79;3;17;895
03118;Gannat;5610;3676.65;185;1389;78;153;1389;32;1390;83;62;13;75;797
03119;Gannay-sur-Loire;384;3218.23;14;977;77;14;977;1;500;77;50;0;;
03120;Garnat-sur-Engièvre;653;1872.76;16;1154;87;16;1154;1;1750;87;80;1;1136;132
03121;Gennetines;615;3932.04;11;1444;117;11;1444;0;;117;;3;30;1200
03122;Gipcy;235;2756.09;13;1413;99;13;1413;0;;99;;0;;
03124;Gouise;219;2325.48;7;1261;103;7;1261;0;;103;;5;20;1042
03125;La Guillermie;123;1251.26;10;982;60;10;982;0;;60;;1;271;398
03126;Hauterive;1186;797.75;51;1488;78;36;1834;15;1257;99;38;5;45;1051
03127;Hérisson;555;3245.78;36;971;88;32;925;5;1542;88;66;0;;
03128;Huriel;2536;3529.59;73;1257;78;69;1257;5;944;82;69;9;24;1229
03129;Hyds;298;1880.44;8;884;113;8;884;0;;113;;0;;
03130;Isle-et-Bardais;273;4503.49;11;875;85;11;875;0;;85;;0;;
03131;Isserpent;560;2648.87;15;1413;95;15;1413;1;648;95;91;0;;
03132;Jaligny-sur-Besbre;559;973.47;11;930;78;11;930;1;974;78;38;0;;
03133;Jenzat;517;1186.54;21;1276;112;21;1276;0;;112;;0;;
03134;Laféline;173;2307.59;12;1067;98;12;1067;0;;98;;0;;
03135;Lalizolle;399;2372.61;10;980;75;10;980;0;;75;;1;31;2360
03136;Lamaids;210;772.99;6;662;107;6;662;2;1147;107;50;4;14;1262
03137;Langy;280;737.99;7;2153;99;7;2153;0;;99;;0;;
03138;Lapalisse;3138;3280.34;89;1184;82;67;1263;22;889;91;67;8;44;862
03139;Laprugne;308;3466.02;23;943;71;21;922;2;3400;77;43;0;;
03140;Lavault-Sainte-Anne;1139;907.23;33;1197;85;30;1204;4;1075;86;59;6;184;354
