Code_insee;Departement;Commune;Classement FRR et FRR+ au 10 juillet 2025;
31021;31;Aspret-Sarrat;FRR socle;
31022;31;Aucamville;Non classée;
31023;31;Aulon;FRR socle;
31024;31;Auragne;Non classée;
31025;31;Aureville;Non classée;
31026;31;Auriac-sur-Vendinelle;FRR bénéficiaire;
31027;31;Auribail;FRR socle;
31028;31;Aurignac;FRR socle;
31029;31;Aurin;Non classée;
31030;31;Ausseing;FRR socle;
31031;31;Ausson;FRR socle;
31032;31;Aussonne;Non classée;
31033;31;Auterive;Non classée;
31034;31;Auzas;FRR socle;
31035;31;Auzeville-Tolosane;Non classée;
31036;31;Auzielle;Non classée;
31037;31;Avignonet-Lauragais;Non classée;
31038;31;Azas;Non classée;
31039;31;Bachas;FRR socle;
31040;31;Bachos;FRR+;
31041;31;Bagiry;FRR+;
31042;31;Bagnères-de-Luchon;FRR+;
31043;31;Balesta;FRR socle;
31044;31;Balma;Non classée;
31045;31;Barbazan;FRR+;
31046;31;Baren;FRR+;
31047;31;Bax;FRR socle;
31048;31;Baziège;Non classée;
31049;31;Bazus;Non classée;
31050;31;Beauchalot;FRR socle;
31051;31;Beaufort;Non classée;
31052;31;Beaumont-sur-Lèze;Non classée;
31053;31;Beaupuy;Non classée;
31054;31;Beauteville;Non classée;
31055;31;Beauville;FRR bénéficiaire;
31056;31;Beauzelle;Non classée;
31057;31;Belberaud;Non classée;
31058;31;Belbèze-de-Lauragais;Non classée;
31059;31;Belbèze-en-Comminges;FRR socle;
31060;31;Bélesta-en-Lauragais;FRR socle;
31061;31;Bellegarde-Sainte-Marie;FRR bénéficiaire;
31062;31;Bellesserre;FRR bénéficiaire;
31063;31;Benque;FRR socle;
31064;31;Benque-Dessous-et-Dessus;FRR+;
31065;31;Bérat;Non classée;
31066;31;Bessières;Non classée;
31067;31;Bezins-Garraux;FRR+;
31068;31;Billière;FRR+;
31069;31;Blagnac;Non classée;
31070;31;Blajan;FRR socle;
31071;31;Bois-de-la-Pierre;Non classée;
31072;31;Boissède;FRR+;
31073;31;Bondigoux;Non classée;
31074;31;Bonrepos-Riquet;Non classée;
31075;31;Bonrepos-sur-Aussonnelle;Non classée;
31076;31;Bordes-de-Rivière;FRR socle;
31077;31;Le Born;Non classée;
31078;31;Boudrac;FRR socle;
31079;31;Bouloc;Non classée;
31080;31;Boulogne-sur-Gesse;FRR socle;
31081;31;Bourg-d'Oueil;FRR+;
31082;31;Bourg-Saint-Bernard;Non classée;
31083;31;Boussan;FRR socle;
31084;31;Boussens;FRR socle;
31085;31;Boutx;FRR+;
31086;31;Bouzin;FRR socle;
31087;31;Bragayrac;Non classée;
31088;31;Brax;Non classée;
31089;31;Bretx;Non classée;
31090;31;Brignemont;FRR bénéficiaire;
31091;31;Bruguières;Non classée;
31092;31;Burgalays;FRR+;
31093;31;Le Burgaud;Non classée;
31094;31;Buzet-sur-Tarn;Non classée;
31095;31;Cabanac-Cazaux;FRR socle;
31096;31;Cabanac-Séguenville;FRR bénéficiaire;
31097;31;Le Cabanial;FRR socle;
31098;31;Cadours;FRR bénéficiaire;
31099;31;Caignac;FRR bénéficiaire;
31100;31;Calmont;FRR socle;
31101;31;Cambernard;Non classée;
31102;31;Cambiac;FRR bénéficiaire;
31103;31;Canens;FRR socle;
31104;31;Capens;Non classée;
31105;31;Caragoudes;FRR bénéficiaire;
31106;31;Caraman;Non classée;
31107;31;Carbonne;FRR socle;
31108;31;Cardeilhac;FRR socle;
31109;31;Cassagnabère-Tournas;FRR socle;
31110;31;Cassagne;FRR socle;
31111;31;Castagnac;FRR socle;
31112;31;Castagnède;FRR socle;
31113;31;Castanet-Tolosan;Non classée;
31114;31;Castelbiague;FRR socle;
31115;31;Castelgaillard;FRR+;
31116;31;Castelginest;Non classée;
31117;31;Castelmaurou;Non classée;
31118;31;Castelnau-d'Estrétefonds;Non classée;
31119;31;Castelnau-Picampeau;FRR socle;
31120;31;Le Castéra;FRR bénéficiaire;
31121;31;Castéra-Vignoles;FRR socle;
31122;31;Casties-Labrande;FRR socle;
31123;31;Castillon-de-Larboust;FRR+;
31124;31;Castillon-de-Saint-Martory;FRR socle;
31125;31;Cathervielle;FRR+;
31126;31;Caubiac;FRR bénéficiaire;
31127;31;Caubous;FRR+;
31128;31;Caujac;FRR bénéficiaire;
31129;31;Cazarilh-Laspènes;FRR+;
31130;31;Cazaril-Tambourès;FRR socle;
31131;31;Cazaunous;FRR socle;
31132;31;Cazaux-Layrisse;FRR+;
31133;31;Cazeaux-de-Larboust;FRR+;
31134;31;Cazeneuve-Montaut;FRR socle;
31135;31;Cazères;FRR socle;
31136;31;Cépet;Non classée;
31137;31;Cessales;Non classée;
31138;31;Charlas;FRR socle;
31139;31;Chaum;FRR+;
31140;31;Chein-Dessus;FRR socle;
31141;31;Ciadoux;FRR socle;
31142;31;Cier-de-Luchon;FRR+;
31143;31;Cier-de-Rivière;FRR+;
31144;31;Cierp-Gaud;FRR+;
31145;31;Cintegabelle;FRR bénéficiaire;
31146;31;Cirès;FRR+;
31147;31;Clarac;FRR socle;
31148;31;Clermont-le-Fort;Non classée;
31149;31;Colomiers;Non classée;
31150;31;Cornebarrieu;Non classée;
31151;31;Corronsac;Non classée;
31152;31;Coueilles;FRR+;
31153;31;Couladère;FRR socle;
31155;31;Couret;FRR socle;
31156;31;Cox;FRR bénéficiaire;
31157;31;Cugnaux;Non classée;
31158;31;Cuguron;FRR socle;
31159;31;Le Cuing;FRR socle;
31160;31;Daux;Non classée;
31161;31;Deyme;Non classée;
31162;31;Donneville;Non classée;
31163;31;Drémil-Lafage;Non classée;
31164;31;Drudas;FRR bénéficiaire;
31165;31;Eaunes;Non classée;
31166;31;Empeaux;Non classée;
31167;31;Encausse-les-Thermes;FRR socle;
31168;31;Eoux;FRR socle;
31169;31;Escalquens;Non classée;
31170;31;Escanecrabe;FRR socle;
31171;31;Espanès;Non classée;
31172;31;Esparron;FRR socle;
31173;31;Esperce;FRR socle;
31174;31;Estadens;FRR socle;
31175;31;Estancarbon;FRR socle;
31176;31;Esténos;FRR+;
31177;31;Eup;FRR+;
31178;31;Fabas;FRR socle;
31179;31;Le Faget;FRR bénéficiaire;
31180;31;Falga;FRR socle;
31181;31;Le Fauga;Non classée;
31182;31;Fenouillet;Non classée;
31183;31;Figarol;FRR socle;
31184;31;Flourens;Non classée;
31185;31;Folcarde;Non classée;
31186;31;Fonbeauzard;Non classée;
31187;31;Fonsorbes;Non classée;
31188;31;Fontenilles;Non classée;
31189;31;Forgues;Non classée;
31190;31;Fos;FRR+;
31191;31;Fougaron;FRR socle;
31192;31;Fourquevaux;Non classée;
31193;31;Le Fousseret;FRR socle;
31194;31;Francarville;FRR bénéficiaire;
31195;31;Francazal;FRR socle;
31196;31;Francon;FRR socle;
31197;31;Franquevielle;FRR socle;
31198;31;Le Fréchet;FRR socle;
31199;31;Fronsac;FRR+;
31200;31;Frontignan-de-Comminges;FRR+;
31201;31;Frontignan-Savès;FRR+;
31202;31;Fronton;Non classée;
31203;31;Frouzins;Non classée;
31204;31;Fustignac;FRR socle;
31205;31;Gagnac-sur-Garonne;Non classée;
31206;31;Gaillac-Toulza;Non classée;
31207;31;Galié;FRR+;
31208;31;Ganties;FRR socle;
31209;31;Garac;FRR bénéficiaire;
31210;31;Gardouch;Non classée;
31211;31;Gargas;Non classée;
31212;31;Garidech;Non classée;
31213;31;Garin;FRR+;
31215;31;Gauré;Non classée;
31216;31;Gémil;Non classée;
31217;31;Génos;FRR+;
31218;31;Gensac-de-Boulogne;FRR socle;
31219;31;Gensac-sur-Garonne;FRR socle;
31220;31;Gibel;FRR socle;
31221;31;Gouaux-de-Larboust;FRR+;
31222;31;Gouaux-de-Luchon;FRR+;
31223;31;Goudex;FRR+;
31224;31;Gourdan-Polignan;FRR+;
31225;31;Goutevernisse;FRR socle;
31226;31;Gouzens;FRR socle;
31227;31;Goyrans;Non classée;
31228;31;Gragnague;Non classée;
31229;31;Gratens;FRR socle;
31230;31;Gratentour;Non classée;
31231;31;Grazac;FRR bénéficiaire;
31232;31;Grenade;Non classée;
31233;31;Grépiac;Non classée;
31234;31;Le Grès;FRR bénéficiaire;
31235;31;Guran;FRR+;
31236;31;Herran;FRR socle;
31237;31;His;FRR socle;
31238;31;Huos;FRR+;
31239;31;L'Isle-en-Dodon;FRR+;
31240;31;Issus;Non classée;
31241;31;Izaut-de-l'Hôtel;FRR socle;
31242;31;Jurvielle;FRR+;
31243;31;Juzes;FRR socle;
31244;31;Juzet-de-Luchon;FRR+;
31245;31;Juzet-d'Izaut;FRR socle;
31246;31;Labarthe-Inard;FRR socle;
31247;31;Labarthe-Rivière;FRR socle;
31248;31;Labarthe-sur-Lèze;Non classée;
31249;31;Labastide-Beauvoir;Non classée;
31250;31;Labastide-Clermont;Non classée;
31251;31;Labastide-Paumès;FRR socle;
31252;31;Labastide-Saint-Sernin;Non classée;
31253;31;Labastidette;Non classée;
31254;31;Labège;Non classée;
31255;31;Labroquère;FRR+;
31256;31;Labruyère-Dorsa;Non classée;
31258;31;Lacaugne;FRR socle;
31259;31;Lacroix-Falgarde;Non classée;
31260;31;Laffite-Toupière;FRR socle;
31261;31;Lafitte-Vigordane;FRR socle;
31262;31;Lagarde;Non classée;
31263;31;Lagardelle-sur-Lèze;Non classée;
31264;31;Lagrâce-Dieu;Non classée;
31265;31;Lagraulet-Saint-Nicolas;FRR bénéficiaire;
31266;31;Lahage;Non classée;
31267;31;Lahitère;FRR socle;
31268;31;Lalouret-Laffiteau;FRR socle;
31269;31;Lamasquère;Non classée;
31270;31;Landorthe;FRR socle;
31271;31;Lanta;Non classée;
31272;31;Lapeyrère;FRR socle;
31273;31;Lapeyrouse-Fossat;Non classée;
31274;31;Larcan;FRR socle;
31275;31;Laréole;FRR bénéficiaire;
31276;31;Larroque;FRR socle;
31277;31;Lasserre-Pradère;Non classée;
31278;31;Latoue;FRR socle;
31279;31;Latour;FRR socle;
31280;31;Latrape;FRR socle;
31281;31;Launac;Non classée;
31282;31;Launaguet;Non classée;
31283;31;Lautignac;Non classée;
31284;31;Lauzerville;Non classée;
31285;31;Lavalette;Non classée;
31286;31;Lavelanet-de-Comminges;FRR socle;
31287;31;Lavernose-Lacasse;Non classée;
31288;31;Layrac-sur-Tarn;Non classée;
31289;31;Lécussan;FRR socle;
31290;31;Lège;FRR+;
31291;31;Léguevin;Non classée;
31292;31;Lescuns;FRR socle;
31293;31;Lespinasse;Non classée;
31294;31;Lespiteau;FRR socle;
31295;31;Lespugue;FRR socle;
31296;31;Lestelle-de-Saint-Martory;FRR socle;
31297;31;Lévignac;Non classée;
31299;31;Lherm;Non classée;
31300;31;Lieoux;FRR socle;
31301;31;Lilhac;FRR socle;
31302;31;Lodes;FRR socle;
31303;31;Longages;Non classée;
31304;31;Loubens-Lauragais;FRR bénéficiaire;
31305;31;Loudet;FRR socle;
31306;31;Lourde;FRR+;
31308;31;Luscan;FRR+;
31309;31;Lussan-Adeilhac;FRR socle;
31310;31;Lux;Non classée;
31311;31;La Magdelaine-sur-Tarn;Non classée;
31312;31;Mailholas;FRR socle;
31313;31;Malvezie;FRR+;
31314;31;Mancioux;FRR socle;
31315;31;Mane;FRR socle;
31316;31;Marignac;FRR+;
31317;31;Marignac-Lasclares;FRR socle;
31318;31;Marignac-Laspeyres;FRR socle;
31319;31;Marliac;Non classée;
31320;31;Marquefave;FRR socle;
31321;31;Marsoulas;FRR socle;
31322;31;Martisserre;FRR+;
31323;31;Martres-de-Rivière;FRR+;
31324;31;Martres-Tolosane;FRR socle;
31325;31;Mascarville;FRR bénéficiaire;
31326;31;Massabrac;FRR socle;
31327;31;Mauran;FRR socle;
31328;31;Mauremont;Non classée;
31329;31;Maurens;FRR socle;
31330;31;Mauressac;Non classée;
31331;31;Maureville;FRR bénéficiaire;
31332;31;Mauvaisin;FRR bénéficiaire;
31333;31;Mauvezin;FRR+;
31334;31;Mauzac;Non classée;
31335;31;Mayrègne;FRR+;
31336;31;Mazères-sur-Salat;FRR socle;
31337;31;Melles;FRR+;
31338;31;Menville;Non classée;
31339;31;Mérenvielle;Non classée;
31340;31;Mervilla;Non classée;
31341;31;Merville;Non classée;
31342;31;Milhas;FRR socle;
31343;31;Mirambeau;FRR+;
31344;31;Miramont-de-Comminges;FRR socle;
31345;31;Miremont;Non classée;
31346;31;Mirepoix-sur-Tarn;Non classée;
31347;31;Molas;FRR+;
31348;31;Moncaup;FRR socle;
31349;31;Mondavezan;FRR socle;
31350;31;Mondilhan;FRR socle;
31351;31;Mondonville;Non classée;
31352;31;Mondouzil;Non classée;
31353;31;Monès;Non classée;
31354;31;Monestrol;FRR bénéficiaire;
31355;31;Mons;Non classée;
31356;31;Montaigut-sur-Save;Non classée;
31357;31;Montastruc-de-Salies;FRR socle;
31358;31;Montastruc-la-Conseillère;Non classée;
31359;31;Montastruc-Savès;FRR socle;
31360;31;Montauban-de-Luchon;FRR+;
31361;31;Montaut;FRR socle;
31362;31;Montberaud;FRR socle;
31363;31;Montbernard;FRR+;
31364;31;Montberon;Non classée;
31365;31;Montbrun-Bocage;FRR socle;
31366;31;Montbrun-Lauragais;Non classée;
31367;31;Montclar-de-Comminges;FRR socle;
31368;31;Montclar-Lauragais;Non classée;
31369;31;Mont-de-Galié;FRR+;
31370;31;Montégut-Bourjac;FRR socle;
31371;31;Montégut-Lauragais;FRR socle;
31372;31;Montespan;FRR socle;
31373;31;Montesquieu-Guittaut;FRR+;
31374;31;Montesquieu-Lauragais;Non classée;
31375;31;Montesquieu-Volvestre;FRR socle;
31376;31;Montgaillard-de-Salies;FRR socle;
31377;31;Montgaillard-Lauragais;Non classée;
31378;31;Montgaillard-sur-Save;FRR socle;
31379;31;Montgazin;FRR socle;
31380;31;Montgeard;FRR bénéficiaire;
31381;31;Montgiscard;Non classée;
31382;31;Montgras;Non classée;
31383;31;Montjoire;Non classée;
31384;31;Montlaur;Non classée;
31385;31;Montmaurin;FRR socle;
31386;31;Montoulieu-Saint-Bernard;FRR socle;
31387;31;Montoussin;FRR socle;
31388;31;Montpitol;Non classée;
31389;31;Montrabé;Non classée;
31390;31;Montréjeau;FRR socle;
31391;31;Montsaunès;FRR socle;
31392;31;Mourvilles-Basses;FRR bénéficiaire;
31393;31;Mourvilles-Hautes;FRR socle;
31394;31;Moustajon;FRR+;
31395;31;Muret;Non classée;
31396;31;Nailloux;FRR bénéficiaire;
31397;31;Nénigan;FRR socle;
31398;31;Nizan-Gesse;FRR socle;
31399;31;Noé;Non classée;
31400;31;Nogaret;FRR socle;
31401;31;Noueilles;Non classée;
31402;31;Odars;Non classée;
31403;31;Ondes;Non classée;
31404;31;Oô;FRR+;
31405;31;Ore;FRR+;
31406;31;Palaminy;FRR socle;
31407;31;Paulhac;Non classée;
31408;31;Payssous;FRR+;
31409;31;Péchabou;Non classée;
31410;31;Pechbonnieu;Non classée;
31411;31;Pechbusque;Non classée;
31412;31;Péguilhan;FRR socle;
31413;31;Pelleport;FRR bénéficiaire;
31414;31;Peyrissas;FRR socle;
31415;31;Peyrouzet;FRR socle;
31416;31;Peyssies;FRR socle;
31417;31;Pibrac;Non classée;
31418;31;Pin-Balma;Non classée;
31419;31;Le Pin-Murelet;Non classée;
31420;31;Pinsaguel;Non classée;
31421;31;Pins-Justaret;Non classée;
31422;31;Plagne;FRR socle;
31423;31;Plagnole;Non classée;
31424;31;Plaisance-du-Touch;Non classée;
31425;31;Le Plan;FRR socle;
31426;31;Pointis-de-Rivière;FRR+;
31427;31;Pointis-Inard;FRR socle;
31428;31;Polastron;FRR socle;
31429;31;Pompertuzat;Non classée;
31430;31;Ponlat-Taillebourg;FRR socle;
31431;31;Portet-d'Aspet;FRR socle;
31432;31;Portet-de-Luchon;FRR+;
31433;31;Portet-sur-Garonne;Non classée;
31434;31;Poubeau;FRR+;
31435;31;Poucharramet;Non classée;
31436;31;Pouy-de-Touges;FRR socle;
31437;31;Pouze;Non classée;
31439;31;Préserville;Non classée;
31440;31;Proupiary;FRR socle;
31441;31;Prunet;FRR bénéficiaire;
31442;31;Puydaniel;Non classée;
31443;31;Puymaurin;FRR+;
31444;31;Puysségur;FRR bénéficiaire;
31445;31;Quint-Fonsegrives;Non classée;
31446;31;Ramonville-Saint-Agne;Non classée;
31447;31;Razecueillé;FRR socle;
31448;31;Rebigue;Non classée;
31449;31;Régades;FRR socle;
31450;31;Renneville;Non classée;
31451;31;Revel;FRR socle;
31452;31;Rieucazé;FRR socle;
31453;31;Rieumajou;Non classée;
31454;31;Rieumes;Non classée;
31455;31;Rieux-Volvestre;FRR socle;
31456;31;Riolas;FRR+;
31457;31;Roquefort-sur-Garonne;FRR socle;
31458;31;Roques;Non classée;
31459;31;Roquesérière;Non classée;
31460;31;Roquettes;Non classée;
31461;31;Rouède;FRR socle;
31462;31;Rouffiac-Tolosan;Non classée;
31463;31;Roumens;FRR socle;
31464;31;Sabonnères;Non classée;
31465;31;Saccourvielle;FRR+;
31466;31;Saiguède;Non classée;
31467;31;Saint-Alban;Non classée;
31468;31;Saint-André;FRR socle;
31469;31;Saint-Araille;FRR socle;
31470;31;Saint-Aventin;FRR+;
31471;31;Saint-Béat-Lez;FRR+;
31472;31;Saint-Bertrand-de-Comminges;FRR+;
31473;31;Saint-Cézert;Non classée;
31474;31;Saint-Christaud;FRR socle;
31475;31;Saint-Clar-de-Rivière;Non classée;
31476;31;Saint-Élix-le-Château;FRR socle;
31477;31;Saint-Élix-Séglan;FRR socle;
31478;31;Saint-Félix-Lauragais;FRR socle;
31479;31;Saint-Ferréol-de-Comminges;FRR socle;
31480;31;Sainte-Foy-d'Aigrefeuille;Non classée;
31481;31;Sainte-Foy-de-Peyrolières;Non classée;
31482;31;Saint-Frajou;FRR+;
31483;31;Saint-Gaudens;FRR socle;
31484;31;Saint-Geniès-Bellevue;Non classée;
31485;31;Saint-Germier;Non classée;
31486;31;Saint-Hilaire;Non classée;
31487;31;Saint-Ignan;FRR socle;
31488;31;Saint-Jean;Non classée;
31489;31;Saint-Jean-Lherm;Non classée;
31490;31;Saint-Jory;Non classée;
31491;31;Saint-Julia;FRR socle;
31492;31;Saint-Julien-sur-Garonne;FRR socle;
31493;31;Saint-Lary-Boujean;FRR socle;
31494;31;Saint-Laurent;FRR+;
31495;31;Saint-Léon;FRR bénéficiaire;
31496;31;Sainte-Livrade;Non classée;
31497;31;Saint-Loup-Cammas;Non classée;
31498;31;Saint-Loup-en-Comminges;FRR socle;
31499;31;Saint-Lys;Non classée;
31500;31;Saint-Mamet;FRR+;
31501;31;Saint-Marcel-Paulel;Non classée;
31502;31;Saint-Marcet;FRR socle;
31503;31;Saint-Martory;FRR socle;
31504;31;Saint-Médard;FRR socle;
31505;31;Saint-Michel;FRR socle;
31506;31;Saint-Orens-de-Gameville;Non classée;
31507;31;Saint-Paul-sur-Save;Non classée;
31508;31;Saint-Paul-d'Oueil;FRR+;
31509;31;Saint-Pé-d'Ardet;FRR+;
31510;31;Saint-Pé-Delbosc;FRR socle;
31511;31;Saint-Pierre;Non classée;
31512;31;Saint-Pierre-de-Lages;Non classée;
31513;31;Saint-Plancard;FRR socle;
31514;31;Saint-Rome;Non classée;
31515;31;Saint-Rustice;Non classée;
31516;31;Saint-Sauveur;Non classée;
31517;31;Saint-Sulpice-sur-Lèze;FRR socle;
31518;31;Saint-Thomas;Non classée;
31519;31;Saint-Vincent;Non classée;
31520;31;Sajas;Non classée;
31521;31;Saleich;FRR socle;
31522;31;Salerm;FRR+;
31523;31;Salies-du-Salat;FRR socle;
31524;31;Salles-et-Pratviel;FRR+;
31525;31;Salles-sur-Garonne;FRR socle;
31526;31;La Salvetat-Saint-Gilles;Non classée;
31527;31;La Salvetat-Lauragais;FRR bénéficiaire;
31528;31;Saman;FRR socle;
31529;31;Samouillan;FRR socle;
31530;31;Sana;FRR socle;
31531;31;Sarrecave;FRR socle;
31532;31;Sarremezan;FRR socle;
31533;31;Saubens;Non classée;
31534;31;Saussens;FRR bénéficiaire;
31535;31;Sauveterre-de-Comminges;FRR+;
31536;31;Saux-et-Pomarède;FRR socle;
31537;31;Savarthès;FRR socle;
31538;31;Savères;Non classée;
31539;31;Sédeilhac;FRR socle;
31540;31;Ségreville;FRR bénéficiaire;
31541;31;Seilh;Non classée;
31542;31;Seilhan;FRR+;
31543;31;Sénarens;FRR socle;
31544;31;Sengouagnet;FRR socle;
31545;31;Sepx;FRR socle;
31546;31;Seyre;FRR bénéficiaire;
31547;31;Seysses;Non classée;
31548;31;Signac;FRR+;
31549;31;Sode;FRR+;
31550;31;Soueich;FRR socle;
31551;31;Tarabel;Non classée;
31552;31;Terrebasse;FRR socle;
31553;31;Thil;Non classée;
31554;31;Touille;FRR socle;
31555;31;Toulouse;Non classée;
31556;31;Les Tourreilles;FRR socle;
31557;31;Tournefeuille;Non classée;
31558;31;Toutens;FRR bénéficiaire;
31559;31;Trébons-de-Luchon;FRR+;
31560;31;Trébons-sur-la-Grasse;Non classée;
31561;31;L'Union;Non classée;
31562;31;Urau;FRR socle;
31563;31;Vacquiers;Non classée;
31564;31;Valcabrère;FRR+;
31565;31;Valentine;FRR socle;
31566;31;Vallègue;Non classée;
31567;31;Vallesvilles;Non classée;
31568;31;Varennes;Non classée;
31569;31;Vaudreuille;FRR socle;
31570;31;Vaux;FRR socle;
31571;31;Vendine;FRR bénéficiaire;
31572;31;Venerque;Non classée;
31573;31;Verfeil;Non classée;
31574;31;Vernet;Non classée;
31575;31;Vieille-Toulouse;Non classée;
31576;31;Vieillevigne;Non classée;
31577;31;Vignaux;FRR bénéficiaire;
31578;31;Vigoulet-Auzil;Non classée;
31579;31;Villariès;Non classée;
31580;31;Villate;Non classée;
31581;31;Villaudric;Non classée;
31582;31;Villefranche-de-Lauragais;Non classée;
31583;31;Villematier;Non classée;
31584;31;Villemur-sur-Tarn;Non classée;
31585;31;Villeneuve-de-Rivière;FRR socle;
31586;31;Villeneuve-Lécussan;FRR socle;
31587;31;Villeneuve-lès-Bouloc;Non classée;
31588;31;Villeneuve-Tolosane;Non classée;
31589;31;Villenouvelle;Non classée;
31590;31;Binos;FRR+;
31591;31;Escoulis;FRR socle;
31592;31;Larra;Non classée;
31593;31;Cazac;FRR+;
32001;32;Aignan;FRR+;
32002;32;Ansan;FRR socle;
32003;32;Antras;FRR socle;
32004;32;Arblade-le-Bas;FRR socle;
32005;32;Arblade-le-Haut;FRR socle;
32007;32;Ardizas;FRR socle;
32008;32;Armentieux;FRR socle;
32009;32;Armous-et-Cau;FRR socle;
32010;32;Arrouède;FRR socle;
32012;32;Aubiet;FRR socle;
32013;32;Auch;FRR socle;
32014;32;Augnax;FRR socle;
32015;32;Aujan-Mournède;FRR socle;
32016;32;Auradé;FRR socle;
32017;32;Aurensan;FRR socle;
32018;32;Aurimont;FRR socle;
32019;32;Auterive;FRR socle;
32020;32;Aux-Aussat;FRR socle;
32021;32;Avensac;FRR socle;
32022;32;Avéron-Bergelle;FRR+;
32023;32;Avezan;FRR socle;
32024;32;Ayguetinte;FRR socle;
32025;32;Ayzieu;FRR socle;
32026;32;Bajonnette;FRR socle;
32027;32;Barcelonne-du-Gers;FRR socle;
32028;32;Barcugnan;FRR socle;
32029;32;Barran;FRR socle;
32030;32;Bars;FRR socle;
32031;32;Bascous;FRR socle;
32032;32;Bassoues;FRR socle;
32033;32;Bazian;FRR socle;
32034;32;Bazugues;FRR socle;
32035;32;Beaucaire;FRR+;
32036;32;Beaumarchés;FRR socle;
32037;32;Beaumont;FRR+;
32038;32;Beaupuy;FRR socle;
32039;32;Beccas;FRR socle;
32040;32;Bédéchan;FRR socle;
32041;32;Bellegarde;FRR socle;
32042;32;Belloc-Saint-Clamens;FRR socle;
32043;32;Belmont;FRR socle;
32044;32;Béraut;FRR+;
32045;32;Berdoues;FRR socle;
32046;32;Bernède;FRR socle;
32047;32;Berrac;FRR socle;
32048;32;Betcave-Aguin;FRR socle;
32049;32;Bétous;FRR socle;
32050;32;Betplan;FRR socle;
32051;32;Bézéril;FRR socle;
32052;32;Bezolles;FRR socle;
32053;32;Bézues-Bajon;FRR socle;
32054;32;Biran;FRR socle;
32055;32;Bivès;FRR socle;
32056;32;Blanquefort;FRR socle;
32057;32;Blaziert;FRR+;
32058;32;Blousson-Sérian;FRR socle;
32059;32;Bonas;FRR socle;
32060;32;Boucagnères;FRR socle;
32061;32;Boulaur;FRR socle;
32062;32;Bourrouillan;FRR socle;
32063;32;Bouzon-Gellenave;FRR+;
32064;32;Bretagne-d'Armagnac;FRR socle;
32065;32;Le Brouilh-Monbert;FRR socle;
32066;32;Brugnens;FRR socle;
32068;32;Cadeilhan;FRR socle;
32069;32;Cadeillan;FRR+;
32070;32;Cahuzac-sur-Adour;FRR+;
32071;32;Caillavet;FRR socle;
32072;32;Callian;FRR socle;
32073;32;Campagne-d'Armagnac;FRR socle;
32075;32;Cassaigne;FRR+;
32076;32;Castelnau-Barbarens;FRR socle;
32077;32;Castelnau-d'Anglès;FRR socle;
32078;32;Castelnau-d'Arbieu;FRR socle;
32079;32;Castelnau d'Auzan Labarrère;FRR socle;
32080;32;Castelnau-sur-l'Auvignon;FRR+;
32081;32;Castelnavet;FRR+;
32082;32;Castéra-Lectourois;FRR socle;
32083;32;Castéra-Verduzan;FRR socle;
32084;32;Castéron;FRR socle;
32085;32;Castet-Arrouy;FRR socle;
32086;32;Castex;FRR socle;
32087;32;Castex-d'Armagnac;FRR socle;
32088;32;Castillon-Debats;FRR socle;
32089;32;Castillon-Massas;FRR socle;
32090;32;Castillon-Savès;FRR socle;
32091;32;Castin;FRR socle;
32092;32;Catonvielle;FRR socle;
32093;32;Caumont;FRR+;
32094;32;Caupenne-d'Armagnac;FRR socle;
32095;32;Caussens;FRR+;
32096;32;Cazaubon;FRR socle;
32097;32;Cazaux-d'Anglès;FRR socle;
32098;32;Cazaux-Savès;FRR socle;
32099;32;Cazaux-Villecomtal;FRR socle;
32100;32;Cazeneuve;FRR socle;
32101;32;Céran;FRR socle;
32102;32;Cézan;FRR socle;
32103;32;Chélan;FRR socle;
32104;32;Clermont-Pouyguillès;FRR socle;
32105;32;Clermont-Savès;FRR socle;
32106;32;Cologne;FRR socle;
32107;32;Condom;FRR+;
32108;32;Corneillan;FRR socle;
32109;32;Couloumé-Mondebat;FRR socle;
32110;32;Courrensan;FRR socle;
32111;32;Courties;FRR socle;
32112;32;Crastes;FRR socle;
32113;32;Cravencères;FRR socle;
32114;32;Cuélas;FRR socle;
32115;32;Dému;FRR socle;
32116;32;Duffort;FRR socle;
32117;32;Duran;FRR socle;
32118;32;Durban;FRR socle;
32119;32;Eauze;FRR socle;
32120;32;Encausse;FRR socle;
32121;32;Endoufielle;FRR socle;
32122;32;Esclassan-Labastide;FRR socle;
32123;32;Escornebœuf;FRR socle;
32124;32;Espaon;FRR socle;
32125;32;Espas;FRR socle;
32126;32;Estampes;FRR socle;
32127;32;Estang;FRR socle;
32128;32;Estipouy;FRR socle;
32129;32;Estramiac;FRR socle;
32130;32;Faget-Abbatial;FRR socle;
32131;32;Flamarens;FRR socle;
32132;32;Fleurance;FRR socle;
32133;32;Fourcès;FRR+;
32134;32;Frégouville;FRR socle;
32135;32;Fustérouau;FRR+;
32136;32;Galiax;FRR socle;
32138;32;Garravet;FRR socle;
32139;32;Gaudonville;FRR socle;
32140;32;Gaujac;FRR socle;
32141;32;Gaujan;FRR socle;
32142;32;Gavarret-sur-Aulouste;FRR socle;
32143;32;Gazaupouy;FRR+;
32144;32;Gazax-et-Baccarisse;FRR socle;
32145;32;Gée-Rivière;FRR socle;
32146;32;Gimbrède;FRR socle;
32147;32;Gimont;FRR socle;
32148;32;Giscaro;FRR socle;
32149;32;Gondrin;FRR socle;
32150;32;Goutz;FRR socle;
