Code_insee;Departement;Commune;Classement FRR et FRR+ au 10 juillet 2025;
34141;34;La Livinière;FRR socle;
34142;34;Lodève;FRR socle;
34143;34;Loupian;Non classée;
34144;34;Lunas-les-Châteaux;FRR+;
34145;34;Lunel;Non classée;
34146;34;Lunel-Viel;Non classée;
34147;34;Magalas;Non classée;
34148;34;Maraussan;Non classée;
34149;34;Margon;Non classée;
34150;34;Marseillan;Non classée;
34151;34;Marsillargues;Non classée;
34152;34;Mas-de-Londres;FRR socle;
34153;34;Les Matelles;Non classée;
34154;34;Mauguio;Non classée;
34155;34;Maureilhan;Non classée;
34156;34;Mérifons;FRR bénéficiaire;
34157;34;Mèze;Non classée;
34158;34;Minerve;FRR socle;
34159;34;Mireval;Non classée;
34160;34;Mons;FRR socle;
34161;34;Montady;Non classée;
34162;34;Montagnac;Non classée;
34163;34;Montarnaud;Non classée;
34164;34;Montaud;Non classée;
34165;34;Montbazin;Non classée;
34166;34;Montblanc;Non classée;
34167;34;Montels;FRR socle;
34168;34;Montesquieu;Non classée;
34169;34;Montferrier-sur-Lez;Non classée;
34170;34;Montouliers;FRR socle;
34171;34;Montoulieu;FRR socle;
34172;34;Montpellier;Non classée;
34173;34;Montpeyroux;Non classée;
34174;34;Moulès-et-Baucels;FRR socle;
34175;34;Mourèze;Non classée;
34176;34;Mudaison;Non classée;
34177;34;Murles;Non classée;
34178;34;Murviel-lès-Béziers;Non classée;
34179;34;Murviel-lès-Montpellier;Non classée;
34180;34;Nébian;Non classée;
34181;34;Neffiès;Non classée;
34182;34;Nézignan-l'Évêque;Non classée;
34183;34;Nissan-lez-Enserune;Non classée;
34184;34;Nizas;Non classée;
34185;34;Notre-Dame-de-Londres;FRR socle;
34186;34;Octon;FRR socle;
34187;34;Olargues;FRR socle;
34188;34;Olmet-et-Villecun;FRR socle;
34189;34;Olonzac;FRR socle;
34190;34;Oupia;FRR socle;
34191;34;Pailhès;Non classée;
34192;34;Palavas-les-Flots;Non classée;
34193;34;Pardailhan;FRR socle;
34194;34;Paulhan;Non classée;
34195;34;Pégairolles-de-Buèges;FRR socle;
34196;34;Pégairolles-de-l'Escalette;FRR socle;
34197;34;Péret;Non classée;
34198;34;Pérols;Non classée;
34199;34;Pézenas;Non classée;
34200;34;Pézènes-les-Mines;FRR+;
34201;34;Pierrerue;FRR socle;
34202;34;Pignan;Non classée;
34203;34;Pinet;Non classée;
34204;34;Plaissan;Non classée;
34205;34;Les Plans;FRR socle;
34206;34;Poilhes;FRR socle;
34207;34;Pomérols;Non classée;
34208;34;Popian;FRR socle;
34209;34;Portiragnes;Non classée;
34210;34;Le Pouget;Non classée;
34211;34;Le Poujol-sur-Orb;FRR+;
34212;34;Poujols;FRR socle;
34213;34;Poussan;Non classée;
34214;34;Pouzolles;Non classée;
34215;34;Pouzols;FRR socle;
34216;34;Le Pradal;FRR+;
34217;34;Prades-le-Lez;Non classée;
34218;34;Prades-sur-Vernazobre;FRR socle;
34219;34;Prémian;FRR+;
34220;34;Le Puech;FRR socle;
34221;34;Puéchabon;FRR socle;
34222;34;Puilacher;Non classée;
34223;34;Puimisson;Non classée;
34224;34;Puissalicon;Non classée;
34225;34;Puisserguier;FRR socle;
34226;34;Quarante;FRR socle;
34227;34;Restinclières;Non classée;
34228;34;Rieussec;FRR+;
34229;34;Riols;FRR+;
34230;34;Les Rives;FRR socle;
34231;34;Romiguières;FRR socle;
34232;34;Roquebrun;FRR socle;
34233;34;Roqueredonde;FRR socle;
34234;34;Roquessels;FRR+;
34235;34;Rosis;FRR+;
34236;34;Rouet;FRR socle;
34237;34;Roujan;Non classée;
34238;34;Saint-André-de-Buèges;FRR socle;
34239;34;Saint-André-de-Sangonis;Non classée;
34240;34;Saint-Aunès;Non classée;
34241;34;Saint-Bauzille-de-la-Sylve;FRR socle;
34242;34;Saint-Bauzille-de-Montmel;Non classée;
34243;34;Saint-Bauzille-de-Putois;FRR socle;
34244;34;Saint-Brès;Non classée;
34245;34;Saint-Chinian;FRR socle;
34246;34;Entre-Vignes;Non classée;
34247;34;Saint-Clément-de-Rivière;Non classée;
34248;34;Sainte-Croix-de-Quintillargues;Non classée;
34249;34;Saint-Drézéry;Non classée;
34250;34;Saint-Étienne-d'Albagnan;FRR+;
34251;34;Saint-Étienne-de-Gourgas;FRR socle;
34252;34;Saint-Étienne-Estréchoux;FRR+;
34253;34;Saint-Félix-de-l'Héras;FRR socle;
34254;34;Saint-Félix-de-Lodez;Non classée;
34255;34;Saint-Gély-du-Fesc;Non classée;
34256;34;Saint-Geniès-des-Mourgues;Non classée;
34257;34;Saint-Geniès-de-Varensal;FRR+;
34258;34;Saint-Geniès-de-Fontedit;Non classée;
34259;34;Saint-Georges-d'Orques;Non classée;
34260;34;Saint-Gervais-sur-Mare;FRR+;
34261;34;Saint-Guilhem-le-Désert;FRR socle;
34262;34;Saint-Guiraud;Non classée;
34263;34;Saint-Hilaire-de-Beauvoir;Non classée;
34264;34;Saint-Jean-de-Buèges;FRR socle;
34265;34;Saint-Jean-de-Cornies;Non classée;
34266;34;Saint-Jean-de-Cuculles;Non classée;
34267;34;Saint-Jean-de-Fos;FRR socle;
34268;34;Saint-Jean-de-la-Blaquière;FRR socle;
34269;34;Saint-Jean-de-Minervois;FRR socle;
34270;34;Saint-Jean-de-Védas;Non classée;
34271;34;Saint-Julien;FRR socle;
34272;34;Saint-Just;Non classée;
34273;34;Saint-Martin-de-l'Arçon;FRR socle;
34274;34;Saint-Martin-de-Londres;FRR socle;
34276;34;Saint-Mathieu-de-Tréviers;Non classée;
34277;34;Saint-Maurice-Navacelles;FRR socle;
34278;34;Saint-Michel;FRR socle;
34279;34;Saint-Nazaire-de-Ladarez;Non classée;
34280;34;Saint-Nazaire-de-Pézan;Non classée;
34281;34;Saint-Pargoire;Non classée;
34282;34;Saint-Paul-et-Valmalle;Non classée;
34283;34;Saint-Pierre-de-la-Fage;FRR socle;
34284;34;Saint-Pons-de-Thomières;FRR+;
34285;34;Saint-Pons-de-Mauchiens;Non classée;
34286;34;Saint-Privat;FRR socle;
34287;34;Saint-Saturnin-de-Lucian;Non classée;
34288;34;Saint-Sériès;Non classée;
34289;34;Saint-Thibéry;Non classée;
34290;34;Saint-Vincent-de-Barbeyrargues;Non classée;
34291;34;Saint-Vincent-d'Olargues;FRR socle;
34292;34;Salasc;Non classée;
34293;34;La Salvetat-sur-Agout;FRR+;
34294;34;Saturargues;Non classée;
34295;34;Saussan;Non classée;
34296;34;Saussines;Non classée;
34297;34;Sauteyrargues;FRR bénéficiaire;
34298;34;Sauvian;Non classée;
34299;34;Sérignan;Non classée;
34300;34;Servian;Non classée;
34301;34;Sète;Non classée;
34302;34;Siran;FRR socle;
34303;34;Sorbs;FRR socle;
34304;34;Soubès;FRR socle;
34305;34;Le Soulié;FRR+;
34306;34;Soumont;FRR socle;
34307;34;Sussargues;Non classée;
34308;34;Taussac-la-Billière;FRR+;
34309;34;Teyran;Non classée;
34310;34;Thézan-lès-Béziers;Non classée;
34311;34;Tourbes;Non classée;
34312;34;La Tour-sur-Orb;FRR+;
34313;34;Tressan;Non classée;
34314;34;Le Triadou;Non classée;
34315;34;Usclas-d'Hérault;Non classée;
34316;34;Usclas-du-Bosc;FRR socle;
34317;34;La Vacquerie-et-Saint-Martin-de-Castries;FRR socle;
34318;34;Vacquières;FRR bénéficiaire;
34319;34;Vailhan;Non classée;
34320;34;Vailhauquès;Non classée;
34321;34;Valergues;Non classée;
34322;34;Valflaunès;FRR bénéficiaire;
34323;34;Valmascle;Non classée;
34324;34;Valras-Plage;Non classée;
34325;34;Valros;Non classée;
34326;34;Vélieux;FRR+;
34327;34;Vendargues;Non classée;
34328;34;Vendémian;Non classée;
34329;34;Vendres;Non classée;
34331;34;Verreries-de-Moussans;FRR+;
34332;34;Vias;Non classée;
34333;34;Vic-la-Gardiole;Non classée;
34334;34;Vieussan;FRR socle;
34335;34;Villemagne-l'Argentière;FRR+;
34336;34;Villeneuve-lès-Béziers;Non classée;
34337;34;Villeneuve-lès-Maguelone;Non classée;
34338;34;Villeneuvette;Non classée;
34339;34;Villespassans;FRR socle;
34340;34;Villetelle;Non classée;
34341;34;Villeveyrac;Non classée;
34342;34;Viols-en-Laval;FRR socle;
34343;34;Viols-le-Fort;FRR socle;
34344;34;La Grande-Motte;Non classée;
35001;35;Acigné;Non classée;
35002;35;Amanlis;Non classée;
35003;35;Andouillé-Neuville;Non classée;
35004;35;Val-Couesnon;FRR socle;
35005;35;Arbrissel;FRR socle;
35006;35;Argentré-du-Plessis;Non classée;
35007;35;Aubigné;Non classée;
35008;35;Availles-sur-Seiche;FRR socle;
35009;35;Baguer-Morvan;Non classée;
35010;35;Baguer-Pican;Non classée;
35012;35;Bain-de-Bretagne;Non classée;
35013;35;Bains-sur-Oust;Non classée;
35014;35;Bais;FRR socle;
35015;35;Balazé;Non classée;
35016;35;Baulon;Non classée;
35017;35;La Baussaine;Non classée;
35018;35;La Bazouge-du-Désert;FRR+;
35019;35;Bazouges-la-Pérouse;FRR socle;
35021;35;Beaucé;Non classée;
35022;35;Bécherel;Non classée;
35023;35;Bédée;Non classée;
35024;35;Betton;Non classée;
35025;35;Billé;Non classée;
35026;35;Bléruais;Non classée;
35027;35;Boisgervilly;Non classée;
35028;35;Boistrudan;Non classée;
35029;35;Bonnemain;FRR socle;
35030;35;La Bosse-de-Bretagne;Non classée;
35031;35;La Bouëxière;Non classée;
35032;35;Bourgbarré;Non classée;
35033;35;Bourg-des-Comptes;Non classée;
35034;35;La Boussac;Non classée;
35035;35;Bovel;FRR socle;
35037;35;Bréal-sous-Montfort;Non classée;
35038;35;Bréal-sous-Vitré;Non classée;
35039;35;Brécé;Non classée;
35040;35;Breteil;Non classée;
35041;35;Brie;Non classée;
35042;35;Brielles;Non classée;
35044;35;Broualan;FRR socle;
35045;35;Bruc-sur-Aff;FRR socle;
35046;35;Les Brulais;FRR socle;
35047;35;Bruz;Non classée;
35049;35;Cancale;Non classée;
35050;35;Cardroc;Non classée;
35051;35;Cesson-Sévigné;Non classée;
35052;35;Champeaux;Non classée;
35054;35;Chanteloup;Non classée;
35055;35;Chantepie;Non classée;
35056;35;La Chapelle-aux-Filtzméens;FRR socle;
35057;35;La Chapelle-Bouëxic;FRR socle;
35058;35;La Chapelle-Chaussée;Non classée;
35059;35;La Chapelle-des-Fougeretz;Non classée;
35060;35;La Chapelle du Lou du Lac;Non classée;
35061;35;La Chapelle-Erbrée;Non classée;
35062;35;La Chapelle-Fleurigné;Non classée;
35063;35;La Chapelle-Saint-Aubert;Non classée;
35064;35;La Chapelle-de-Brain;Non classée;
35065;35;La Chapelle-Thouarault;Non classée;
35066;35;Chartres-de-Bretagne;Non classée;
35067;35;Chasné-sur-Illet;Non classée;
35068;35;Châteaubourg;Non classée;
35069;35;Châteaugiron;Non classée;
35070;35;Châteauneuf-d'Ille-et-Vilaine;Non classée;
35071;35;Le Châtellier;FRR socle;
35072;35;Châtillon-en-Vendelais;Non classée;
35075;35;Chauvigné;FRR socle;
35076;35;Chavagne;Non classée;
35077;35;Chelun;FRR socle;
35078;35;Cherrueix;Non classée;
35079;35;Chevaigné;Non classée;
35080;35;Cintré;Non classée;
35081;35;Clayes;Non classée;
35082;35;Coësmes;FRR socle;
35084;35;Comblessac;FRR socle;
35085;35;Combourg;FRR socle;
35086;35;Combourtillé;Non classée;
35087;35;Cornillé;Non classée;
35088;35;Corps-Nuds;Non classée;
35089;35;La Couyère;Non classée;
35090;35;Crevin;Non classée;
35091;35;Le Crouais;FRR socle;
35092;35;Cuguen;FRR socle;
35093;35;Dinard;Non classée;
35094;35;Dingé;FRR socle;
35095;35;Dol-de-Bretagne;Non classée;
35096;35;Domagné;Non classée;
35097;35;Domalain;FRR socle;
35098;35;La Dominelais;Non classée;
35099;35;Domloup;Non classée;
35101;35;Dourdain;Non classée;
35102;35;Drouges;FRR socle;
35103;35;Eancé;FRR socle;
35104;35;Epiniac;Non classée;
35105;35;Erbrée;Non classée;
35106;35;Ercé-en-Lamée;Non classée;
35107;35;Ercé-près-Liffré;Non classée;
35108;35;Essé;Non classée;
35109;35;Étrelles;Non classée;
35110;35;Feins;Non classée;
35111;35;Le Ferré;FRR socle;
35114;35;Forges-la-Forêt;FRR socle;
35115;35;Fougères;Non classée;
35116;35;La Fresnais;Non classée;
35117;35;Gaël;FRR socle;
35118;35;Gahard;Non classée;
35119;35;Gennes-sur-Seiche;FRR socle;
35120;35;Gévezé;Non classée;
35121;35;Gosné;Non classée;
35122;35;La Gouesnière;Non classée;
35123;35;Goven;Non classée;
35124;35;Grand-Fougeray;Non classée;
35125;35;La Guerche-de-Bretagne;FRR socle;
35126;35;Guichen;Non classée;
35127;35;Guignen;Non classée;
35128;35;Guipel;Non classée;
35130;35;Hédé-Bazouges;Non classée;
35131;35;L'Hermitage;Non classée;
35132;35;Hirel;Non classée;
35133;35;Iffendic;Non classée;
35134;35;Les Iffs;Non classée;
35135;35;Irodouër;Non classée;
35136;35;Janzé;Non classée;
35137;35;Javené;Non classée;
35138;35;Laignelet;Non classée;
35139;35;Laillé;Non classée;
35140;35;Lalleu;FRR socle;
35141;35;Landavran;Non classée;
35142;35;Landéan;Non classée;
35143;35;Landujan;Non classée;
35144;35;Langan;Non classée;
35145;35;Langon;FRR socle;
35146;35;Langouet;Non classée;
35148;35;Lanrigan;FRR socle;
35149;35;Lassy;Non classée;
35150;35;Lécousse;Non classée;
35151;35;Lieuron;FRR socle;
35152;35;Liffré;Non classée;
35153;35;Lillemer;Non classée;
35154;35;Livré-sur-Changeon;Non classée;
35155;35;Lohéac;Non classée;
35156;35;Longaulnay;Non classée;
35157;35;Le Loroux;Non classée;
35159;35;Lourmais;FRR socle;
35160;35;Loutehel;FRR socle;
35161;35;Louvigné-de-Bais;Non classée;
35162;35;Louvigné-du-Désert;FRR+;
35163;35;Luitré-Dompierre;Non classée;
35164;35;Marcillé-Raoul;FRR socle;
35165;35;Marcillé-Robert;FRR socle;
35166;35;Marpiré;Non classée;
35167;35;Martigné-Ferchaud;FRR socle;
35168;35;Val d'Anast;FRR socle;
35169;35;Maxent;Non classée;
35170;35;Mecé;Non classée;
35171;35;Médréac;Non classée;
35172;35;Meillac;FRR socle;
35173;35;Melesse;Non classée;
35174;35;Mellé;FRR+;
35175;35;Mernel;FRR socle;
35176;35;Guipry-Messac;Non classée;
35177;35;La Mézière;Non classée;
35178;35;Mézières-sur-Couesnon;Non classée;
35179;35;Miniac-Morvan;Non classée;
35180;35;Miniac-sous-Bécherel;Non classée;
35181;35;Le Minihic-sur-Rance;Non classée;
35183;35;Mondevert;Non classée;
35184;35;Montauban-de-Bretagne;Non classée;
35185;35;Montautour;Non classée;
35186;35;Mont-Dol;Non classée;
35187;35;Monterfil;Non classée;
35188;35;Montfort-sur-Meu;Non classée;
35189;35;Montgermont;Non classée;
35190;35;Monthault;FRR+;
35191;35;Les Portes du Coglais;FRR socle;
35192;35;Montreuil-des-Landes;Non classée;
35193;35;Montreuil-le-Gast;Non classée;
35194;35;Montreuil-sous-Pérouse;Non classée;
35195;35;Montreuil-sur-Ille;Non classée;
35196;35;Mordelles;Non classée;
35197;35;Mouazé;Non classée;
35198;35;Moulins;Non classée;
35199;35;Moussé;FRR socle;
35200;35;Moutiers;FRR socle;
35201;35;Muel;FRR socle;
35202;35;La Noë-Blanche;Non classée;
35203;35;La Nouaye;Non classée;
35204;35;Nouvoitou;Non classée;
35205;35;Noyal-sous-Bazouges;FRR socle;
35206;35;Noyal-Châtillon-sur-Seiche;Non classée;
35207;35;Noyal-sur-Vilaine;Non classée;
35208;35;Orgères;Non classée;
35210;35;Pacé;Non classée;
35211;35;Paimpont;Non classée;
35212;35;Pancé;Non classée;
35214;35;Parcé;Non classée;
35215;35;Parigné;Non classée;
35216;35;Parthenay-de-Bretagne;Non classée;
35217;35;Le Pertre;Non classée;
35218;35;Le Petit-Fougeray;Non classée;
35219;35;Pipriac;FRR socle;
35220;35;Piré-Chancé;Non classée;
35221;35;Pléchâtel;Non classée;
35222;35;Pleine-Fougères;FRR socle;
35223;35;Plélan-le-Grand;Non classée;
35224;35;Plerguer;Non classée;
35225;35;Plesder;Non classée;
35226;35;Pleugueneuc;Non classée;
35227;35;Pleumeleuc;Non classée;
35228;35;Pleurtuit;Non classée;
35229;35;Pocé-les-Bois;Non classée;
35230;35;Poilley;FRR socle;
35231;35;Poligné;Non classée;
35232;35;Princé;Non classée;
35233;35;Québriac;Non classée;
35234;35;Quédillac;FRR socle;
35235;35;Rannée;FRR socle;
35236;35;Redon;Non classée;
35237;35;Renac;Non classée;
35238;35;Rennes;Non classée;
35239;35;Retiers;FRR socle;
35240;35;Le Rheu;Non classée;
35241;35;La Richardais;Non classée;
35242;35;Rimou;FRR socle;
35243;35;Romagné;Non classée;
35244;35;Romazy;FRR socle;
35245;35;Romillé;Non classée;
35246;35;Roz-Landrieux;Non classée;
35247;35;Roz-sur-Couesnon;FRR socle;
35248;35;Sains;FRR socle;
35249;35;Sainte-Anne-sur-Vilaine;Non classée;
35250;35;Saint-Armel;Non classée;
35251;35;Saint-Aubin-d'Aubigné;Non classée;
35252;35;Saint-Aubin-des-Landes;Non classée;
35253;35;Saint-Aubin-du-Cormier;Non classée;
35255;35;Saint-Benoît-des-Ondes;Non classée;
35256;35;Saint-Briac-sur-Mer;Non classée;
35257;35;Maen Roch;FRR socle;
35258;35;Saint-Brieuc-des-Iffs;Non classée;
35259;35;Saint-Broladre;Non classée;
35260;35;Saint-Christophe-des-Bois;Non classée;
35261;35;Saint-Christophe-de-Valains;FRR socle;
35262;35;Sainte-Colombe;FRR socle;
35263;35;Saint-Coulomb;Non classée;
35264;35;Saint-Didier;Non classée;
35265;35;Saint-Domineuc;Non classée;
35266;35;Saint-Erblon;Non classée;
35268;35;Saint-Ganton;FRR socle;
35270;35;Saint-Georges-de-Gréhaigne;FRR socle;
35271;35;Saint-Georges-de-Reintembault;FRR socle;
35272;35;Saint-Germain-du-Pinel;Non classée;
35273;35;Saint-Germain-en-Coglès;FRR socle;
35274;35;Saint-Germain-sur-Ille;Non classée;
35275;35;Saint-Gilles;Non classée;
35276;35;Saint-Gondran;Non classée;
35277;35;Saint-Gonlay;Non classée;
35278;35;Saint-Grégoire;Non classée;
35279;35;Saint-Guinoux;Non classée;
35280;35;Saint-Hilaire-des-Landes;FRR socle;
35281;35;Saint-Jacques-de-la-Lande;Non classée;
35282;35;Rives-du-Couesnon;Non classée;
35283;35;Saint-Jean-sur-Vilaine;Non classée;
35284;35;Saint-Jouan-des-Guérets;Non classée;
35285;35;Saint-Just;FRR socle;
35286;35;Saint-Léger-des-Prés;FRR socle;
35287;35;Saint-Lunaire;Non classée;
35288;35;Saint-Malo;Non classée;
35289;35;Saint-Malo-de-Phily;Non classée;
35290;35;Saint-Malon-sur-Mel;Non classée;
35291;35;Saint-Marcan;Non classée;
35292;35;Saint-Marc-le-Blanc;FRR socle;
35294;35;Sainte-Marie;Non classée;
35295;35;Saint-Maugan;Non classée;
35296;35;Saint-Médard-sur-Ille;Non classée;
35297;35;Saint-Méen-le-Grand;FRR socle;
35299;35;Saint-Méloir-des-Ondes;Non classée;
35300;35;Saint-M'Hervé;Non classée;
35302;35;Saint-Onen-la-Chapelle;FRR socle;
35304;35;Saint-Ouen-des-Alleux;FRR socle;
35305;35;Saint-Péran;Non classée;
35306;35;Saint-Père-Marc-en-Poulet;Non classée;
35307;35;Saint-Pern;Non classée;
35308;35;Mesnil-Roc'h;Non classée;
35309;35;Saint-Rémy-du-Plain;FRR socle;
35310;35;Saint-Sauveur-des-Landes;Non classée;
35311;35;Saint-Séglin;FRR socle;
35312;35;Saint-Senoux;Non classée;
35314;35;Saint-Suliac;Non classée;
35315;35;Saint-Sulpice-la-Forêt;Non classée;
35316;35;Saint-Sulpice-des-Landes;Non classée;
35317;35;Saint-Symphorien;Non classée;
35318;35;Saint-Thual;Non classée;
35319;35;Saint-Thurial;Non classée;
35320;35;Saint-Uniac;Non classée;
35321;35;Saulnières;Non classée;
35322;35;Le Sel-de-Bretagne;Non classée;
35324;35;La Selle-en-Luitré;Non classée;
35325;35;La Selle-Guerchaise;FRR socle;
35326;35;Sens-de-Bretagne;Non classée;
35327;35;Servon-sur-Vilaine;Non classée;
35328;35;Sixt-sur-Aff;FRR socle;
35329;35;Sougeal;FRR socle;
35330;35;Taillis;Non classée;
35331;35;Talensac;Non classée;
35332;35;Teillay;Non classée;
35333;35;Le Theil-de-Bretagne;FRR socle;
35334;35;Thorigné-Fouillard;Non classée;
35335;35;Thourie;FRR socle;
35336;35;Le Tiercent;FRR socle;
35337;35;Tinténiac;Non classée;
35338;35;Torcé;Non classée;
35339;35;Trans-la-Forêt;FRR socle;
35340;35;Treffendel;Non classée;
35342;35;Trémeheuc;FRR socle;
35343;35;Tresbœuf;Non classée;
35345;35;Trévérien;Non classée;
35346;35;Trimer;Non classée;
35347;35;Val-d'Izé;Non classée;
35350;35;Vergéal;Non classée;
35351;35;Le Verger;Non classée;
35352;35;Vern-sur-Seiche;Non classée;
35353;35;Vezin-le-Coquet;Non classée;
35354;35;Vieux-Viel;FRR socle;
35355;35;Vieux-Vy-sur-Couesnon;Non classée;
35356;35;Vignoc;Non classée;
35357;35;Villamée;FRR+;
35358;35;La Ville-ès-Nonais;Non classée;
35359;35;Visseiche;FRR socle;
35360;35;Vitré;Non classée;
35361;35;Le Vivier-sur-Mer;Non classée;
35362;35;Le Tronchet;Non classée;
35363;35;Pont-Péan;Non classée;
36001;36;Aigurande;FRR+;
36002;36;Aize;FRR+;
36003;36;Ambrault;FRR+;
36004;36;Anjouin;FRR+;
36005;36;Ardentes;FRR+;
36006;36;Argenton-sur-Creuse;FRR socle;
36007;36;Argy;FRR socle;
36008;36;Arpheuilles;FRR+;
36009;36;Arthon;FRR+;
36010;36;Azay-le-Ferron;FRR socle;
36011;36;Bagneux;FRR+;
36012;36;Baraize;FRR+;
36013;36;Baudres;FRR socle;
36014;36;Bazaiges;FRR+;
36015;36;Beaulieu;FRR+;
36016;36;Bélâbre;FRR socle;
36017;36;La Berthenoux;FRR+;
36018;36;Le Blanc;FRR+;
36019;36;Bommiers;FRR+;
36020;36;Bonneuil;FRR+;
36021;36;Les Bordes;FRR+;
36022;36;Bouesse;FRR+;
36023;36;Bouges-le-Château;FRR socle;
36024;36;Bretagne;FRR socle;
36025;36;Briantes;FRR+;
36026;36;Brion;FRR socle;
36027;36;Brives;FRR+;
36028;36;La Buxerette;FRR+;
36029;36;Buxeuil;FRR+;
36030;36;Buxières-d'Aillac;FRR socle;
36031;36;Buzançais;FRR socle;
36032;36;Ceaulmont;FRR+;
36033;36;Celon;FRR+;
36034;36;Chabris;FRR socle;
36035;36;Chaillac;FRR+;
36036;36;Chalais;FRR socle;
36037;36;La Champenoise;FRR+;
36038;36;Champillet;FRR+;
36040;36;La Chapelle-Orthemale;FRR socle;
36041;36;La Chapelle-Saint-Laurian;FRR+;
36042;36;Chasseneuil;FRR+;
36043;36;Chassignolles;FRR+;
36044;36;Châteauroux;Non classée;
36045;36;Châtillon-sur-Indre;FRR+;
36046;36;La Châtre;FRR+;
36047;36;La Châtre-Langlin;FRR socle;
36048;36;Chavin;FRR+;
36049;36;Chazelet;FRR+;
36050;36;Chezelles;FRR socle;
36051;36;Chitray;FRR+;
36052;36;Chouday;FRR+;
36053;36;Ciron;FRR+;
36054;36;Cléré-du-Bois;FRR+;
36055;36;Clion;FRR+;
36056;36;Cluis;FRR socle;
36057;36;Coings;FRR+;
36058;36;Concremiers;FRR+;
36059;36;Condé;FRR+;
36060;36;Crevant;FRR+;
36061;36;Crozon-sur-Vauvre;FRR+;
36062;36;Cuzion;FRR+;
36063;36;Déols;FRR socle;
36064;36;Diors;FRR+;
36065;36;Diou;FRR+;
36066;36;Douadic;FRR+;
36067;36;Dunet;FRR+;
36068;36;Dun-le-Poëlier;FRR socle;
36069;36;Écueillé;FRR+;
36070;36;Éguzon-Chantôme;FRR+;
36071;36;Étrechet;FRR+;
36073;36;Feusines;FRR+;
36074;36;Fléré-la-Rivière;FRR+;
36075;36;Fontenay;FRR+;
36076;36;Fontgombault;FRR+;
36077;36;Fontguenand;FRR+;
36078;36;Fougerolles;FRR socle;
36079;36;Francillon;FRR socle;
36080;36;Frédille;FRR+;
36081;36;Gargilesse-Dampierre;FRR+;
36082;36;Gehée;FRR+;
36083;36;Giroux;FRR+;
36084;36;Gournay;FRR socle;
36085;36;Guilly;FRR+;
36086;36;Heugnes;FRR+;
36087;36;Ingrandes;FRR+;
36088;36;Issoudun;FRR socle;
36089;36;Jeu-les-Bois;FRR+;
36090;36;Jeu-Maloches;FRR+;
36091;36;Lacs;FRR+;
36092;36;Langé;FRR+;
36093;36;Levroux;FRR socle;
36094;36;Lignac;FRR+;
36095;36;Lignerolles;FRR+;
36096;36;Lingé;FRR socle;
36097;36;Liniez;FRR+;
36098;36;Lizeray;FRR+;
36099;36;Lourdoueix-Saint-Michel;FRR+;
36100;36;Lourouer-Saint-Laurent;FRR+;
36101;36;Luant;FRR+;
36102;36;Luçay-le-Libre;FRR+;
36103;36;Luçay-le-Mâle;FRR+;
36104;36;Lurais;FRR+;
36105;36;Lureuil;FRR+;
36106;36;Luzeret;FRR+;
36107;36;Lye;FRR+;
36108;36;Lys-Saint-Georges;FRR socle;
36109;36;Le Magny;FRR+;
36110;36;Maillet;FRR socle;
36111;36;Malicornay;FRR+;
36112;36;Mâron;FRR+;
36113;36;Martizay;FRR socle;
36114;36;Mauvières;FRR socle;
36115;36;Menetou-sur-Nahon;FRR socle;
36116;36;Ménétréols-sous-Vatan;FRR+;
36117;36;Le Menoux;FRR+;
36118;36;Méobecq;FRR socle;
36119;36;Mérigny;FRR+;
36120;36;Mers-sur-Indre;FRR socle;
36121;36;Meunet-Planches;FRR+;
36122;36;Meunet-sur-Vatan;FRR+;
36123;36;Mézières-en-Brenne;FRR socle;
36124;36;Migné;FRR+;
36125;36;Migny;FRR+;
36126;36;Montchevrier;FRR+;
36127;36;Montgivray;FRR+;
36128;36;Montierchaume;FRR+;
36129;36;Montipouret;FRR socle;
36130;36;Montlevicq;FRR+;
36131;36;Mosnay;FRR+;
36132;36;La Motte-Feuilly;FRR+;
36133;36;Mouhers;FRR socle;
36134;36;Mouhet;FRR socle;
36135;36;Moulins-sur-Céphons;FRR socle;
36136;36;Murs;FRR+;
36137;36;Néons-sur-Creuse;FRR+;
36138;36;Néret;FRR+;
36139;36;Neuillay-les-Bois;FRR socle;
36140;36;Neuvy-Pailloux;FRR+;
36141;36;Neuvy-Saint-Sépulchre;FRR socle;
36142;36;Niherne;FRR+;
36143;36;Nohant-Vic;FRR+;
36144;36;Nuret-le-Ferron;FRR+;
36145;36;Obterre;FRR+;
36146;36;Orsennes;FRR+;
36147;36;Orville;FRR+;
36148;36;Oulches;FRR+;
36149;36;Palluau-sur-Indre;FRR+;
36150;36;Parnac;FRR+;
36152;36;Paudy;FRR+;
36153;36;Paulnay;FRR socle;
36154;36;Le Pêchereau;FRR socle;
36155;36;Pellevoisin;FRR+;
36156;36;Pérassay;FRR+;
36157;36;La Pérouille;FRR+;
36158;36;Badecon-le-Pin;FRR+;
36159;36;Le Poinçonnet;FRR socle;
36160;36;Pommiers;FRR+;
36161;36;Le Pont-Chrétien-Chabenet;FRR+;
36162;36;Poulaines;FRR+;
36163;36;Pouligny-Notre-Dame;FRR+;
36164;36;Pouligny-Saint-Martin;FRR+;
36165;36;Pouligny-Saint-Pierre;FRR+;
36166;36;Préaux;FRR+;
36167;36;Preuilly-la-Ville;FRR+;
36168;36;Prissac;FRR+;
36169;36;Pruniers;FRR socle;
36170;36;Reboursin;FRR+;
36171;36;Reuilly;FRR+;
