city_code;da_name;da_population;da_surface_ha;dvf_nbtrans;dvf_pxm2_median;dvf_surface_median;dvf_nbtrans_cod111;dvf_pxm2_median_cod111;dvf_nbtrans_cod121;dvf_pxm2_median_cod121;dvf_surface_median_cod111;dvf_surface_median_cod121;dvf_nbtrans_terrain;dvf_pxm2_median_terrain;dvf_surface_median_terrain;anct_part_actifs_transports_en_commun_2022;anct_taux_annuel_evol_population_2016_2022
80101;Beuvraignes;900;1468.32;33;1363;85;33;1363;0;;85;;13;26;757;2.2;0.38
80102;Biaches;386;657.29;15;1694;73;14;1532;1;7931;76;29;6;3;1360;0.7;0.26
80103;Biarre;57;242.66;4;1331;68;4;1331;0;;68;;2;3;5626;4;-2.38
80104;Biencourt;137;222.61;9;1338;71;9;1338;0;;71;;2;22;840;0;1.1
80105;Billancourt;178;497.37;12;1314;92;12;1314;0;;92;;5;35;1472;1.2;-0.19
80106;Blangy-sous-Poix;161;800.94;7;1319;109;7;1319;0;;109;;5;1;2934;3.8;-1.8
80107;Blangy-Tronville;613;1250.76;18;2450;92;18;2450;0;;92;;9;4;3135;4.3;2.01
80108;Boisbergues;64;433.51;7;732;80;7;732;0;;80;;3;9;1174;0;-3.16
80109;Le Boisle;329;1175.54;18;1085;84;17;1083;1;1250;81;100;7;7;1155;0;-1.44
80110;Boismont;441;1574.83;9;2000;84;9;2000;0;;84;;6;52;1460;1.7;-0.78
80112;Bonnay;247;586.87;14;1924;94;14;1924;0;;94;;5;4;4466;2;0.9
80113;Bonneville;325;1018.93;11;1160;100;11;1160;0;;100;;8;3;1690;3.2;0.05
80114;Bosquel;349;957.73;12;1878;105;12;1878;0;;105;;8;9;793;2.4;0.64
80115;Bouchavesnes-Bergen;283;1015.43;9;1025;88;9;1025;0;;88;;3;6;1740;0;-0.62
80116;Bouchoir;276;595.76;14;1540;102;14;1540;1;1494;102;88;4;17;916;0.7;-2.25
80117;Bouchon;158;458.23;6;1496;77;6;1496;0;;77;;2;19;809;2.8;0.65
80118;Boufflers;113;564.15;10;1371;93;10;1371;0;;93;;2;11;1662;4.7;-1.38
80119;Bougainville;389;1026.98;12;1840;82;12;1840;0;;82;;13;12;940;0.5;-2
80120;Bouillancourt-en-Séry;540;1612.89;19;1532;90;19;1532;0;;90;;10;15;1189;0;-0.58
80121;Bouillancourt-la-Bataille;142;357.96;5;1192;88;5;1192;0;;88;;15;6;1350;3.5;-1.11
80122;Bouquemaison;493;723.33;15;1006;88;15;1006;0;;88;;7;10;3583;2;-0.33
80123;Bourdon;376;692.08;8;1553;104;8;1553;0;;104;;13;7;1130;3.1;-0.95
80124;Bourseville;725;803;26;1575;95;26;1575;0;;95;;8;12;2038;0.4;0.45
80125;Boussicourt;80;332.89;6;1154;120;6;1154;0;;120;;3;19;1189;2.9;-0.79
80126;Bouttencourt;927;774.55;30;1406;89;30;1406;0;;89;;17;43;661;0.8;-0.16
80127;Bouvaincourt-sur-Bresle;783;679.14;19;1875;79;19;1875;0;;79;;8;5;834;0;-1.04
80128;Bouvincourt-en-Vermandois;154;195.75;8;1285;131;8;1285;0;;131;;4;8;1913;2.7;-0.77
80129;Bouzincourt;528;817;19;1240;90;18;1201;1;4343;91;35;7;22;925;3.9;-0.58
80130;Bovelles;425;694.83;12;2113;124;12;2113;0;;124;;6;18;1312;4.6;-0.74
80131;Boves;3234;2537.78;116;2228;86;99;2123;17;3120;90;46;14;14;2165;9;0.7
80132;Braches;203;724.84;7;2213;75;7;2213;0;;75;;1;9;2203;2.8;-3.76
80133;Brailly-Cornehotte;211;1151.73;5;1767;106;5;1767;0;;106;;5;1;3484;2.2;-2.1
80134;Brassy;82;241.76;6;1820;91;6;1820;0;;91;;2;188;594;7.1;1.96
80135;Bray-lès-Mareuil;249;543.17;10;1535;60;10;1535;0;;60;;12;3;2782;2;0.82
80136;Bray-sur-Somme;1184;1695.61;44;1369;81;42;1345;3;6974;84;62;9;32;387;1.2;-1.13
80137;Breilly;707;572.74;21;2112;89;21;2112;0;;89;;16;56;1222;3;2.73
80138;Bresle;120;355.58;6;1769;120;6;1769;1;1804;120;115;5;20;712;1.5;-1.6
80139;Breuil;45;219.24;3;1352;103;3;1352;0;;103;;0;;;0;-0.72
80140;Brévillers;116;185.32;3;1564;118;3;1564;0;;118;;3;18;3519;0;1.04
80141;Brie;350;693.41;5;1013;115;5;1013;0;;115;;6;13;3653;1.5;0.35
80142;Briquemesnil-Floxicourt;341;737.96;14;2200;91;14;2200;0;;91;;6;57;802;1.5;5.79
80143;Brocourt;109;243.41;5;1196;107;5;1196;0;;107;;7;2;4280;0;1.29
80144;Brouchy;495;814.13;18;1007;87;18;1007;0;;87;;8;22;1229;2.4;-1.23
80145;Brucamps;155;643.66;6;1074;112;6;1074;0;;112;;4;2;1068;0;1.16
80146;Brutelles;197;626.6;9;1483;106;9;1483;0;;106;;7;4;1900;3.5;-0.49
80147;Buigny-l'Abbé;341;731.4;7;1409;117;7;1409;0;;117;;5;6;969;1.5;1.02
80148;Buigny-lès-Gamaches;397;481.3;14;1483;74;14;1483;0;;74;;3;41;97;0.7;-1.18
80149;Buigny-Saint-Maclou;514;732.78;17;1989;98;17;1989;0;;98;;11;37;1056;2.8;0.23
80150;Buire-Courcelles;220;783.41;10;1159;119;10;1159;0;;119;;6;1;1821;0;-1.38
80151;Buire-sur-l'Ancre;294;528.97;6;1384;88;6;1384;0;;88;;1;75;160;2;-0.77
80152;Bus-la-Mésière;144;691.72;6;1472;74;6;1472;0;;74;;7;1;1305;0;-3.61
80153;Bus-lès-Artois;140;674.48;6;805;119;6;805;0;;119;;5;1;1942;3.2;0.25
80154;Bussu;207;689.28;5;1000;104;5;1000;0;;104;;2;25;399;5.8;0.31
80155;Bussus-lès-Yaucourt;556;1535.52;12;1495;102;12;1495;0;;102;;6;2;3361;2.5;0.21
80156;Bussy-lès-Daours;370;810.88;8;2057;132;8;2057;1;2508;132;72;7;100;721;2.6;0.49
80157;Bussy-lès-Poix;90;440.58;4;1031;160;4;1031;0;;160;;2;2;3063;2.3;-1.21
80158;Buverchy;41;187.9;1;1182;110;1;1182;0;;110;;2;1;3309;0;-0.37
80159;Cachy;300;613.35;9;2310;108;9;2310;0;;108;;6;7;904;5.2;0.66
80160;Cagny;1191;533.85;29;2445;106;29;2445;0;;106;;5;74;673;15.5;-0.06
80161;Cahon;222;704.65;9;1992;78;9;1992;0;;78;;5;13;780;0;1.76
80162;Caix;704;1204.17;37;1326;75;37;1326;0;;75;;9;6;852;4.6;-1.38
80163;Cambron;740;1279.81;17;2104;97;16;2000;2;2427;101;60;12;15;1327;2.3;0.41
80164;Camon;4359;1304.26;108;2305;83;106;2305;8;2910;84;69;67;15;838;9.3;-0.04
80165;Camps-en-Amiénois;182;459.94;13;1428;81;13;1428;0;;81;;5;23;997;2.3;-0.18
80166;Canaples;705;1021.49;17;1833;84;17;1833;0;;84;;7;2;3940;0.9;-0.02
80167;Canchy;348;644.03;10;1535;95;10;1535;0;;95;;2;29;714;2.5;1.1
80168;Candas;1035;1726.02;26;1497;99;26;1497;0;;99;;6;11;1050;1.3;-0.74
80169;Cannessières;59;376.36;4;1957;52;4;1957;0;;52;;2;22;2378;0;-2.73
80170;Cantigny;110;405.19;5;1250;75;5;1250;0;;75;;2;24;1618;0;-0.88
80171;Caours;548;615.83;20;1611;106;20;1611;1;2319;106;47;4;42;428;3.6;-1.08
80172;Cappy;546;1191.05;20;1375;77;20;1375;0;;77;;9;4;1439;2.5;0.65
80173;Cardonnette;513;549.1;13;1832;126;13;1832;0;;126;;5;50;490;0.9;0.39
80174;Le Cardonnois;75;237.36;2;2176;90;2;2176;0;;90;;1;857;35;0;-2.76
80176;Carrépuis;250;554.54;10;1539;80;10;1539;0;;80;;4;21;2085;1.9;-1
80177;Cartigny;688;1526.19;20;1229;91;20;1229;1;2000;91;135;15;5;3464;0.7;-1.6
80179;Caulières;223;542.57;7;2089;112;7;2089;0;;112;;6;11;1464;3;1.53
80180;Cavillon;90;545.41;4;1580;56;4;1580;0;;56;;1;25;399;2.3;-2.04
80181;Cayeux-en-Santerre;123;547.39;2;1358;103;2;1358;0;;103;;1;73;409;0;0.41
80182;Cayeux-sur-Mer;2316;2724.06;306;2831;51;217;2667;89;3346;61;38;36;8;850;6.4;-1.01
80183;Cerisy-Buleux;278;560.65;7;1094;77;7;1094;0;;77;;6;19;2010;2.5;0.61
80184;Cerisy;526;1092.04;14;1458;98;14;1458;0;;98;;9;14;1425;0;0.5
80185;Champien;272;884.91;11;1561;84;11;1561;0;;84;;3;19;1050;0.8;0.67
80186;Chaulnes;1969;851.63;58;1387;87;53;1319;6;3080;89;60;9;45;829;3.5;-0.26
80187;La Chaussée-Tirancourt;699;1251.61;17;2094;86;17;2094;0;;86;;9;11;488;3.8;0.84
80188;Chaussoy-Epagny;570;1155.91;11;2016;70;11;2016;0;;70;;14;7;728;5.8;0.32
80189;La Chavatte;60;190.23;1;833;60;1;833;0;;60;;1;10;1276;0;-2.39
80190;Chépy;1190;731.94;33;1786;82;31;1786;3;1347;84;68;7;4;2000;4.3;-0.72
80191;Chilly;169;492.74;6;1376;87;6;1376;0;;87;;3;2;7867;2.4;-2.26
80192;Chipilly;172;689.63;8;935;91;8;935;0;;91;;7;7;1507;2.6;-0.69
80193;Chirmont;158;787.68;5;1267;128;5;1267;0;;128;;2;2;7490;1.5;3.99
80194;Chuignes;152;460.75;5;1279;92;5;1279;0;;92;;3;4;475;0;1.66
80195;Chuignolles;147;489.98;8;1119;86;8;1119;0;;86;;5;3;4140;1.5;-0.77
80196;Citerne;240;644.86;7;1065;113;7;1065;0;;113;;5;2;3330;4.4;0.07
80197;Cizancourt;30;182.49;5;1594;71;5;1594;0;;71;;2;2;642;12.5;-4.83
80198;Clairy-Saulchoix;376;662.05;11;2062;109;11;2062;1;4275;109;54;5;69;1120;0.6;0.72
80199;Cléry-sur-Somme;516;1882.62;26;1532;75;26;1532;0;;75;;10;7;2100;0.4;-1.33
80200;Cocquerel;220;962.66;12;975;77;12;975;0;;77;;6;5;1104;3.2;-0.96
80201;Coigneux;45;290.38;1;1330;100;1;1330;0;;100;;1;4;2266;0;0
80202;Coisy;387;609.77;8;2051;125;8;2051;0;;125;;10;84;1124;2.3;2.37
80203;Colincamps;80;443.95;3;800;146;3;800;0;;146;;5;2;2490;0;-0.97
80204;Combles;757;987.33;41;1216;82;41;1216;1;3488;82;43;7;5;825;1.1;-0.67
80205;Condé-Folie;865;1032.94;39;1396;89;38;1368;1;2333;88;90;22;7;1776;5.3;-0.74
80206;Contalmaison;122;574.46;5;1633;79;5;1633;0;;79;;3;1;5280;1.8;0.56
80207;Contay;305;849.13;9;1333;90;9;1333;0;;90;;7;2;725;1.4;-2.73
80208;Conteville;210;650.26;6;916;85;5;682;2;2409;90;58;3;2;1006;0;0.79
80210;Contre;149;977.01;4;975;90;4;975;0;;90;;3;2;2280;2.6;-1.41
80211;Conty;1660;2372.61;47;1589;80;44;1579;6;2153;81;75;15;10;453;2.8;-0.13
80212;Corbie;5982;1633.38;205;1867;77;175;1859;30;2169;80;66;28;93;429;7.2;-0.56
80213;Cottenchy;566;1068.46;6;1843;95;6;1843;0;;95;;2;54;349;11;-0.7
80214;Coullemelle;313;937.91;9;1322;72;9;1322;0;;72;;6;13;4110;0.7;-1.53
80215;Coulonvillers;214;961.66;6;1716;102;6;1716;0;;102;;5;2;1788;0;-2.16
80216;Courcelette;152;464.94;6;1124;78;6;1124;0;;78;;1;80;1003;6.8;-0.22
80217;Courcelles-au-Bois;69;203.17;8;1134;92;8;1134;0;;92;;1;4;7802;0;-2.6
80218;Courcelles-sous-Moyencourt;164;681.49;4;1116;89;4;1116;0;;89;;5;58;850;4.1;2.91
80219;Courcelles-sous-Thoix;65;437.14;3;1818;55;3;1818;0;;55;;1;29;1188;3.2;-0.25
80220;Courtemanche;99;414.42;8;1348;97;8;1348;0;;97;;2;6;876;2.4;-0.33
80221;Cramont;304;965.91;8;1331;91;8;1331;0;;91;;6;4;2238;0;0
80222;Crécy-en-Ponthieu;1376;5675.98;65;1429;89;61;1429;5;1750;92;48;7;16;1013;1.4;-1.37
80223;Crémery;115;259.44;6;1215;100;7;1103;1;4567;102;30;2;2;3952;0;2.1
80224;Cressy-Omencourt;127;776.28;7;1256;82;7;1256;0;;82;;0;;;0;0.54
80225;Creuse;186;507.69;5;2568;124;5;2568;0;;124;;0;;;3.8;0.44
80226;Croix-Moligneaux;270;797;12;1089;93;12;1089;0;;93;;1;1;3648;0.9;-1.07
80227;Croixrault;460;891.94;16;1750;84;16;1750;0;;84;;12;10;742;3.8;1.1
80228;Le Crotoy;1958;1660.83;253;4500;50;167;3868;86;5629;57;40;12;168;700;3.9;-0.65
80229;Crouy-Saint-Pierre;374;1042.67;20;1472;95;15;1581;5;1340;94;95;8;11;1128;1.6;1.66
80230;Curchy;281;968.99;7;1168;70;7;1168;0;;70;;2;1;2629;1.6;-0.17
80231;Curlu;152;589.19;5;1261;109;5;1261;0;;109;;1;3;2999;0;0
80232;Damery;215;486.12;8;1546;80;8;1546;0;;80;;3;3;186;1.1;-1.22
80233;Dancourt-Popincourt;150;591.49;4;1576;105;4;1576;0;;105;;4;9;1736;0;0
80234;Daours;737;875.8;23;1926;94;21;1838;2;3334;94;52;6;6;1685;5.4;-1.25
80235;Dargnies;1174;371.69;48;1721;75;46;1721;2;3237;75;84;12;6;900;0.5;-1.64
80236;Davenescourt;555;1179.82;26;1566;72;26;1566;0;;72;;9;15;585;3.2;-0.42
80237;Démuin;524;1129.58;11;1475;105;11;1475;0;;105;;9;7;1468;3.7;2.03
80238;Dernancourt;517;647.51;27;1638;89;27;1638;0;;89;;7;8;2183;4.9;-0.47
80239;Devise;59;275.41;3;3182;68;3;3182;0;;68;;3;7;1020;0;2.5
80240;Doingt;1389;866.2;45;1404;92;42;1333;4;4079;92;65;25;4;667;1.3;-0.44
80241;Domart-en-Ponthieu;1081;1792.69;43;1310;84;41;1239;3;4846;84;70;12;11;1224;1.5;-0.73
80242;Domart-sur-la-Luce;403;862.81;18;1624;102;18;1624;1;977;102;128;5;81;711;3.1;-0.96
80243;Domesmont;44;194.78;3;1095;91;3;1095;0;;91;;1;7;1750;0;-1.78
80244;Dominois;168;622.22;9;2000;75;9;2000;0;;75;;1;42;4237;0;-0.95
80245;Domléger-Longvillers;287;894.92;14;1305;76;14;1305;0;;76;;2;12;4059;0;-0.11
80246;Dommartin;346;663.22;12;1707;83;12;1707;0;;83;;6;17;1310;7.4;-0.34
80247;Dompierre-Becquincourt;709;1112.68;32;1065;94;32;1065;0;;94;;5;40;338;0.7;0.26
80248;Dompierre-sur-Authie;417;2283.87;29;1547;84;29;1547;0;;84;;6;9;4260;1.3;0.69
80249;Domqueur;308;845.02;11;1096;73;11;1096;0;;73;;6;2;3804;0;-0.22
80250;Domvast;333;1287.63;8;1266;104;8;1266;0;;104;;5;18;2202;1.3;-0.39
80251;Doudelainville;363;500.34;7;1275;80;7;1275;0;;80;;9;8;1535;0.7;2.14
80252;Douilly;250;989.47;8;1170;78;8;1170;0;;78;;1;23;505;0;0.97
80253;Doullens;5751;3329.88;184;1207;77;153;1221;31;1153;81;57;32;19;968;2.1;-1.27
80256;Dreuil-lès-Amiens;1576;320.36;71;2105;85;48;2014;23;2133;91;44;6;9;1084;6.5;-0.39
80258;Driencourt;78;504.32;5;917;90;5;917;0;;90;;6;3;1477;0;-2.82
80259;Dromesnil;82;538.74;5;1535;82;5;1535;0;;82;;5;6;2137;6.9;-2.9
80260;Drucat;887;1109.22;31;1939;100;31;1939;0;;100;;6;37;1233;3.6;-0.27
80261;Dury;1441;1103.26;27;3064;130;26;3046;6;3034;133;74;5;21;2424;7.3;0.98
80262;Eaucourt-sur-Somme;357;443.12;13;1511;102;13;1511;0;;102;;7;40;1000;3.5;-2.48
80263;L'Échelle-Saint-Aurin;43;512.86;4;1379;86;3;1293;1;1465;96;71;6;8;1415;0;-2.99
80264;Éclusier-Vaux;85;635.25;10;1656;62;10;1656;0;;62;;5;37;428;0;1
80265;Embreville;560;533.58;23;1500;81;23;1500;0;;81;;19;49;754;0.4;-0.03
80266;Englebelmer;282;917.17;14;1227;98;14;1227;0;;98;;7;11;2309;3.1;-0.56
80267;Ennemain;241;661.12;10;1575;74;10;1575;0;;74;;5;10;1973;1.9;-0.66
80268;Épagne-Épagnette;510;683.49;21;1850;98;21;1850;0;;98;;7;3;1127;5.7;-1.24
80269;Épaumesnil;104;476.11;7;1614;77;7;1614;0;;77;;6;1;5009;1.9;-3.44
80270;Épécamps;7;160.59;0;;;0;;0;;;;1;1;6040;0;5.77
80271;Épehy;1099;1735.68;35;1011;81;35;1011;0;;81;;6;18;595;3.9;-0.99
80272;Épénancourt;129;348.14;10;996;97;10;996;0;;97;;4;22;2384;5.6;0.4
80273;Éplessier;342;1413.01;8;1715;88;8;1715;0;;88;;9;12;774;5;-1.3
80274;Eppeville;1704;493.84;55;1296;80;52;1309;3;588;81;34;14;6;777;2.3;-0.99
80275;Équancourt;300;778.87;8;999;74;8;999;0;;74;;7;6;485;0.7;0.06
80276;Équennes-Éramecourt;276;906.85;7;1593;75;7;1593;0;;75;;5;25;1064;3.1;-1.09
80278;Erches;201;825.61;7;1248;82;7;1248;0;;82;;5;16;1350;2.1;0.79
80279;Ercheu;751;1431.7;24;1156;95;23;1173;1;1071;95;42;11;4;1689;2;-0.9
80280;Ercourt;132;420.79;6;1711;76;6;1711;0;;76;;5;8;1400;1.4;0.68
80281;Ergnies;159;197.26;6;1492;93;6;1492;0;;93;;3;7;1500;2.7;-1.54
80282;Érondelle;504;399.24;23;1686;102;23;1686;0;;102;;3;12;300;2.1;0.17
80283;Esclainvillers;159;561.7;4;1186;105;4;1186;0;;105;;5;12;426;4.2;-0.91
80284;Esmery-Hallon;715;1886.39;28;1074;86;27;1099;1;745;85;102;15;5;2024;2.9;-1.4
80285;Essertaux;270;659.78;7;2000;80;7;2000;0;;80;;6;15;303;2.5;0.38
80287;Estrébœuf;244;622.54;8;2404;65;8;2404;0;;65;;2;58;1153;0;-0.21
80288;Estrées-Deniécourt;379;651.6;13;1552;87;12;1429;1;2130;87;50;7;29;2960;2;2.32
80290;Estrées-lès-Crécy;398;1118.35;12;1093;115;12;1093;0;;115;;5;29;1021;0;0.3
80291;Estrées-sur-Noye;287;601.79;5;2836;113;5;2836;0;;113;;6;100;675;4.4;0.42
80292;Étalon;126;460.03;9;903;72;9;903;0;;72;;4;18;2498;4.1;-1.01
80293;Ételfay;348;812.8;8;1330;106;8;1330;0;;106;;7;4;1908;1.9;-1.27
80294;Éterpigny;166;406.59;4;1726;98;4;1726;0;;98;;0;;;0;-0.49
80295;Étinehem-Méricourt;589;1823.62;20;1249;69;20;1249;0;;69;;9;5;1628;1.6;0.25
80296;L'Étoile;1128;784.33;41;1210;80;41;1210;1;1413;80;46;10;4;1124;1.5;-1.14
80297;Étréjust;42;379.16;0;;;0;;0;;;;3;2;2080;0;-1.9
80298;Étricourt-Manancourt;510;1106.2;18;1121;70;18;1121;0;;70;;6;13;715;3.2;-0.06
80299;La Faloise;204;972.94;12;1562;95;12;1562;0;;95;;5;5;2968;1.1;-0.61
80300;Falvy;163;634.65;9;1417;87;9;1417;0;;87;;5;10;1025;0;1.52
80301;Famechon;270;487.49;7;781;78;7;781;0;;78;;2;54;379;1.9;1.06
80302;Faverolles;171;671.54;6;1184;118;6;1184;0;;118;;5;6;2034;4.4;1.63
80303;Favières;453;1299.43;29;2563;91;29;2563;0;;91;;13;6;2480;4.3;-0.29
80304;Fay;91;391.26;3;1500;88;3;1500;0;;88;;2;21;3623;7.1;-2
80305;Ferrières;496;350.42;9;2419;133;9;2419;0;;133;;6;112;531;1;0.31
80306;Fescamps;136;506.19;8;1514;104;8;1514;0;;104;;4;12;914;1.8;-0.85
80307;Feuillères;155;593.73;5;1954;83;5;1954;0;;83;;6;13;1256;4.3;1.22
80308;Feuquières-en-Vimeu;2414;798.51;75;1471;84;74;1467;2;6905;85;50;23;37;957;1;-0.98
80310;Fienvillers;663;1169.64;19;1343;87;19;1343;0;;87;;8;2;2305;2.7;-0.3
80311;Fignières;142;662.21;2;1150;100;2;1150;0;;100;;3;3;1730;2.8;-1.12
80312;Fins;278;685.8;16;1165;87;16;1165;0;;87;;9;3;2997;0;0
80313;Flaucourt;299;740.44;10;1269;75;10;1269;0;;75;;4;19;336;0.8;0.28
80314;Flers;190;629.58;6;1202;104;6;1202;0;;104;;6;7;1655;2.3;0.44
80315;Flers-sur-Noye;531;466.68;10;2117;90;10;2117;2;1295;90;84;5;39;574;0.7;0.32
80316;Flesselles;1937;2075.19;42;1952;99;42;1952;0;;99;;17;95;504;2.5;-1.04
80317;Fleury;206;946.71;6;1350;94;6;1350;0;;94;;3;2;4705;2.9;-1.84
80318;Flixecourt;3221;1185.18;105;1290;80;100;1288;5;3654;80;52;17;12;814;2.3;0.55
80319;Fluy;320;640.34;6;1623;80;6;1623;3;1635;80;54;5;15;1359;2.1;-0.05
80320;Folies;152;567.74;8;1625;102;8;1625;0;;102;;4;9;1734;3.6;1.36
80321;Folleville;154;606.63;6;2150;98;6;2150;0;;98;;6;2;2385;5.5;-0.58
80322;Fonches-Fonchette;168;500.33;12;1347;91;12;1347;0;;91;;4;21;1126;2.7;0.6
80324;Fontaine-le-Sec;143;747.24;9;1408;71;9;1408;0;;71;;5;2;810;0;-1.34
80325;Fontaine-lès-Cappy;54;348.42;1;665;75;1;665;0;;75;;1;95;486;0;1.24
80326;Fontaine-sous-Montdidier;97;905.19;7;1429;104;7;1429;0;;104;;5;6;4290;2;-1.61
80327;Fontaine-sur-Maye;162;568.01;7;1389;117;7;1389;0;;117;;2;2;4896;1.2;-0.41
80328;Fontaine-sur-Somme;502;1516.61;31;1344;88;31;1344;0;;88;;19;5;1935;1.5;-0.29
80329;Forceville;163;768.7;10;1130;125;10;1130;0;;125;;4;2;2233;1.3;-0.88
80330;Forceville-en-Vimeu;226;298.25;7;1244;87;7;1244;0;;87;;1;6;338;1.1;-0.63
80331;Forest-l'Abbaye;314;332.42;20;1621;96;20;1621;0;;96;;8;20;1233;2.8;0.99
80332;Forest-Montiers;382;1023.6;14;1464;92;14;1464;0;;92;;3;23;299;0.6;-0.46
80333;Fort-Mahon-Plage;1363;1347.31;402;3999;43;175;3633;227;4257;56;39;18;165;420;2.8;1.44
80334;Fossemanant;100;273.1;5;1947;77;5;1947;0;;77;;1;68;330;0;1.03
80335;Foucaucourt-en-Santerre;235;695.78;14;1382;97;14;1382;0;;97;;6;19;3535;2.1;-3.02
80336;Foucaucourt-Hors-Nesle;79;297.21;2;969;46;2;969;0;;46;;3;5;898;5.1;0.43
80337;Fouencamps;216;367.18;8;2023;79;8;2023;0;;79;;6;10;1281;3.5;-0.24
80338;Fouilloy;1723;572.7;76;1504;74;63;1561;13;1365;82;58;30;123;505;4.6;-0.78
80339;Fouquescourt;154;549.58;5;1292;106;5;1292;0;;106;;3;7;3343;0;-1.15
80340;Fourcigny;181;456.82;5;1385;91;5;1385;0;;91;;2;63;1428;1.4;0.18
80341;Fourdrinoy;380;913.66;8;1635;81;8;1635;0;;81;;10;53;754;2.1;-1.81
80342;Framerville-Rainecourt;443;996.27;14;1197;99;14;1197;0;;99;;14;7;2521;3.2;-0.55
80343;Framicourt;151;501.62;8;1610;72;8;1610;0;;72;;5;11;1104;0;-2.52
80344;Francières;176;584.63;7;1521;88;7;1521;0;;88;;5;12;1406;2.2;-2.48
80345;Franleu;501;842.72;8;1292;90;8;1292;0;;90;;6;9;1411;0.9;-1.14
80346;Franqueville;163;624.87;6;1447;91;6;1447;0;;91;;4;12;1587;1.4;-2.33
80347;Fransart;163;305.69;6;1214;90;6;1214;0;;90;;3;4;3613;3.1;1.4
80348;Fransu;193;565.78;5;1107;87;5;1107;0;;87;;3;2;2134;0;1.86
80349;Fransures;125;428.14;6;1585;83;6;1585;0;;83;;1;7;347;1.4;-0.89
80350;Franvillers;558;479.06;11;2216;95;11;2216;0;;95;;5;11;615;2;1.12
80351;Fréchencourt;250;563.51;10;1878;84;10;1878;0;;84;;8;4;2081;5.9;-0.83
80352;Frémontiers;166;1276.15;9;1267;86;9;1267;0;;86;;7;37;748;1.6;1.37
80353;Fresnes-Mazancourt;158;566.25;7;1107;117;7;1107;0;;117;;5;21;533;1.8;2.53
80354;Fresnes-Tilloloy;211;353.15;12;1176;85;12;1176;0;;85;;2;18;1238;0;0.73
80355;Fresneville;104;341.55;6;1419;66;6;1419;0;;66;;3;2;4340;2.2;-0.32
80356;Fresnoy-Andainville;96;398.65;12;1362;78;12;1362;0;;78;;4;1;4035;8.6;1.3
80357;Fresnoy-au-Val;223;812.29;9;1788;90;9;1788;0;;90;;10;6;1785;1.7;-1.2
80358;Fresnoy-en-Chaussée;138;384.4;6;1189;85;6;1189;0;;85;;4;13;195;3.3;-1.47
80359;Fresnoy-lès-Roye;286;770.73;9;1567;90;9;1567;0;;90;;7;15;1154;0.7;-0.52
80360;Fressenneville;2045;870.25;66;1438;69;64;1438;3;1857;68;81;9;31;1015;1.7;-1.02
80361;Frettecuisse;69;528.77;2;1380;99;2;1380;0;;99;;1;1;7191;0;-0.92
80362;Frettemeule;296;745.89;10;1351;92;10;1351;0;;92;;6;23;1714;0.7;-1.24
80364;Friaucourt;695;417.62;22;1657;84;22;1657;0;;84;;6;47;1050;2;-1.81
80365;Fricamps;177;562.8;6;1652;102;6;1652;0;;102;;5;2;1750;0;0.57
80366;Fricourt;457;1138.01;12;1095;100;12;1095;0;;100;;9;5;1211;4;-0.9
80367;Frise;176;619.95;24;1154;60;24;1154;0;;60;;8;17;701;2.7;-0.92
80368;Friville-Escarbotin;4306;882.64;160;1371;77;134;1427;26;1113;81;54;29;19;840;1.5;-0.9
80369;Frohen-sur-Authie;244;709.75;6;1291;78;6;1291;0;;78;;10;3;1418;0;0.85
80371;Froyelles;96;278.63;5;1602;100;5;1602;0;;100;;1;15;7850;0;-2.59
80372;Frucourt;121;519.86;7;1308;90;7;1308;0;;90;;5;2;6265;0;-1.71
80373;Gamaches;2397;987.75;90;1405;73;90;1405;4;2491;73;49;11;11;621;1.6;-1.16
80374;Gapennes;270;1139.46;7;1877;92;7;1877;0;;92;;6;20;1344;0;-0.18
80375;Gauville;327;736.55;5;1680;125;5;1680;0;;125;;4;5;2718;2.1;-0.83
80376;Gentelles;627;556.66;21;1967;95;21;1967;0;;95;;6;113;438;2.5;0.11
80377;Gézaincourt;399;699.33;15;1004;96;15;1004;0;;96;;4;15;552;1.7;-0.81
80378;Ginchy;75;593.78;5;966;107;5;966;0;;107;;3;19;799;0;2.76
80379;Glisy;791;550.01;12;2638;101;12;2638;0;;101;;10;68;3000;6;2.97
80380;Gorenflos;234;625.42;9;1289;85;9;1289;0;;85;;3;32;1079;0;-0.96
80381;Gorges;40;486.95;4;997;130;4;997;0;;130;;1;5;255;0;-1.65
80383;Goyencourt;99;544.74;5;1705;95;5;1705;0;;95;;5;33;792;0;0.35
80384;Grandcourt;178;839.23;11;1157;70;11;1157;0;;70;;5;2;1320;3.6;-0.09
80385;Grand-Laviers;465;909.29;15;2000;108;15;2000;0;;108;;6;27;575;5.7;1.6
80386;Gratibus;175;532.98;6;1836;88;6;1836;0;;88;;6;12;2954;2.2;-0.46
80387;Grattepanche;321;640.13;9;2629;124;9;2629;0;;124;;14;120;527;3.1;0.37
80388;Grébault-Mesnil;204;259.9;5;1415;106;5;1415;0;;106;;5;15;448;1;-1.39
80390;Grivesnes;409;1882.78;11;1402;100;11;1402;0;;100;;5;10;952;1;0.5
80391;Grivillers;91;340.94;4;1337;83;4;1337;0;;83;;1;2;628;0;1.55
